"","pmax","sh","stability","S","CA","CS","CB","N"
"281",2.24496644295302,87.9302013422819,"bare",0,0.74,0,1077.96,1.68
"282",2.25838926174497,87.9302013422819,"bare",0,0.74,0,1084.41,1.68
"283",2.27181208053691,87.9302013422819,"bare",0,0.75,0,1090.85,1.69
"284",2.28523489932886,87.9302013422819,"bare",0,0.75,0,1097.3,1.69
"285",2.29865771812081,87.9302013422819,"bare",0,0.76,0,1103.75,1.69
"286",2.31208053691275,87.9302013422819,"bare",0,0.76,0,1110.2,1.7
"287",2.3255033557047,87.9302013422819,"bare",0,0.77,0,1116.65,1.7
"288",2.33892617449664,87.9302013422819,"bare",0,0.77,0,1123.1,1.71
"289",2.35234899328859,87.9302013422819,"bare",0,0.77,0,1129.55,1.71
"290",2.36577181208054,87.9302013422819,"bare",0,0.78,0,1136,1.72
"291",2.37919463087248,87.9302013422819,"bare",0,0.78,0,1142.44,1.72
"292",2.39261744966443,87.9302013422819,"bare",0,0.79,0,1148.89,1.72
"293",2.40604026845638,87.9302013422819,"bare",0,0.79,0,1155.34,1.73
"294",2.41946308724832,87.9302013422819,"bare",0,0.8,0,1161.79,1.73
"295",2.43288590604027,87.9302013422819,"bare",0,0.8,0,1168.24,1.74
"296",2.44630872483221,87.9302013422819,"bare",0,0.81,0,1174.69,1.74
"297",2.45973154362416,87.9302013422819,"bare",0,0.81,0,1181.14,1.74
"298",2.47315436241611,87.9302013422819,"bare",0,0.81,0,1187.59,1.75
"299",2.48657718120805,87.9302013422819,"bare",0,0.82,0,1194.04,1.75
"300",2.5,87.9302013422819,"bare",0,0.82,0,1200.49,1.76
"301",0.5,161.660402684564,"seagrass",488.21,0.42,5.62,8915.01,0.01
"302",0.513422818791946,161.660402684564,"seagrass",494.81,0.43,5.68,9022.17,0.01
"303",0.526845637583893,161.660402684564,"seagrass",501.48,0.45,5.74,9130.32,0.01
"304",0.540268456375839,161.660402684564,"seagrass",508.22,0.46,5.8,9239.47,0.01
"305",0.553691275167785,161.660402684564,"seagrass",515.04,0.47,5.86,9349.62,0.01
"306",0.567114093959732,161.660402684564,"seagrass",521.94,0.49,5.92,9460.76,0.01
"307",0.580536912751678,161.660402684564,"seagrass",528.91,0.5,5.98,9572.88,0.01
"308",0.593959731543624,161.660402684564,"seagrass",535.95,0.52,6.04,9685.99,0.01
"309",0.60738255033557,161.660402684564,"seagrass",543.07,0.53,6.1,9800.07,0.01
"310",0.620805369127517,161.660402684564,"seagrass",550.27,0.55,6.17,9915.13,0.01
"311",0.634228187919463,161.660402684564,"seagrass",557.54,0.56,6.23,10031.16,0.01
"312",0.647651006711409,161.660402684564,"seagrass",564.88,0.57,6.29,10148.14,0.01
"313",0.661073825503356,161.660402684564,"seagrass",572.29,0.59,6.36,10266.08,0.01
"314",0.674496644295302,161.660402684564,"seagrass",579.78,0.6,6.42,10384.97,0.01
"315",0.687919463087248,161.660402684564,"seagrass",587.34,0.62,6.49,10504.8,0.01
"316",0.701342281879195,161.660402684564,"seagrass",594.97,0.63,6.55,10625.56,0.01
"317",0.714765100671141,161.660402684564,"seagrass",602.67,0.65,6.62,10747.24,0.01
"318",0.728187919463087,161.660402684564,"seagrass",610.44,0.66,6.68,10869.84,0.01
"319",0.741610738255034,161.660402684564,"seagrass",618.29,0.68,6.75,10993.35,0.01
"320",0.75503355704698,161.660402684564,"seagrass",626.2,0.7,6.82,11117.76,0.01
"321",0.768456375838926,161.660402684564,"seagrass",634.18,0.71,6.89,11243.05,0.01
"322",0.781879194630873,161.660402684564,"seagrass",642.22,0.73,6.95,11369.23,0.01
"323",0.795302013422819,161.660402684564,"seagrass",650.34,0.74,7.02,11496.27,0.01
"324",0.808724832214765,161.660402684564,"seagrass",658.52,0.76,7.09,11624.18,0.01
"325",0.822147651006711,161.660402684564,"seagrass",666.77,0.78,7.16,11752.93,0.01
"326",0.835570469798658,161.660402684564,"seagrass",675.08,0.79,7.23,11882.52,0.01
"327",0.848993288590604,161.660402684564,"seagrass",683.45,0.81,7.3,12012.93,0.01
"328",0.86241610738255,161.660402684564,"seagrass",691.89,0.82,7.37,12144.16,0.01
