"","ma","sh","stability","S","CA","CS","CB","N"
"47",0.00185234899328859,14.2,"bistable",96.23,0.18,0.96,1646.7,0.02
"48",0.00189261744966443,14.2,"bistable",94.42,0.18,0.94,1624.44,0.02
"49",0.00193288590604027,14.2,"bistable",92.67,0.18,0.93,1602.91,0.02
"50",0.00197315436241611,14.2,"bistable",90.98,0.18,0.91,1582.08,0.03
"51",0.00201342281879195,14.2,"bistable",89.35,0.18,0.9,1561.91,0.03
"52",0.00205369127516779,14.2,"bistable",87.77,0.18,0.89,1542.36,0.03
"53",0.00209395973154362,14.2,"bistable",86.23,0.18,0.87,1523.39,0.03
"54",0.00213422818791946,14.2,"bistable",84.75,0.18,0.86,1504.98,0.03
"55",0.0021744966442953,14.2,"bistable",83.31,0.18,0.85,1487.1,0.03
"56",0.00221476510067114,14.2,"bistable",81.91,0.18,0.84,1469.72,0.03
"57",0.00225503355704698,14.2,"bistable",80.55,0.18,0.83,1452.81,0.03
"58",0.00229530201342282,14.2,"bistable",79.23,0.18,0.81,1436.34,0.03
"59",0.00233557046979866,14.2,"bistable",77.94,0.18,0.8,1420.3,0.03
"60",0.0023758389261745,14.2,"bistable",76.69,0.18,0.79,1404.66,0.04
"61",0.00241610738255034,14.2,"bistable",75.47,0.18,0.78,1389.39,0.04
"62",0.00245637583892617,14.2,"bistable",74.28,0.18,0.77,1374.48,0.04
"63",0.00249664429530201,14.2,"bistable",73.12,0.18,0.76,1359.91,0.04
"64",0.00253691275167785,14.2,"bistable",71.99,0.18,0.75,1345.65,0.04
"65",0.00257718120805369,14.2,"bistable",70.88,0.18,0.74,1331.68,0.04
"66",0.00261744966442953,14.2,"bistable",69.79,0.18,0.73,1317.99,0.05
"67",0.00265771812080537,14.2,"bistable",68.73,0.18,0.73,1304.55,0.05
"68",0.00269798657718121,14.2,"bistable",67.68,0.18,0.72,1291.35,0.05
"69",0.00273825503355705,14.2,"bistable",66.65,0.18,0.71,1278.36,0.05
"70",0.00277852348993289,14.2,"bistable",65.65,0.18,0.7,1265.56,0.05
"71",0.00281879194630873,14.2,"bistable",64.65,0.18,0.69,1252.94,0.06
"72",0.00285906040268456,14.2,"bistable",63.67,0.18,0.68,1240.46,0.06
"73",0.0028993288590604,14.2,"bistable",62.7,0.18,0.67,1228.1,0.06
"74",0.00293959731543624,14.2,"bistable",61.74,0.18,0.67,1215.84,0.07
"75",0.00297986577181208,14.2,"bistable",60.78,0.18,0.66,1203.63,0.07
"76",0.00302013422818792,14.2,"bistable",59.83,0.18,0.65,1191.46,0.07
"77",0.00306040268456376,14.2,"bistable",58.88,0.18,0.64,1179.28,0.08
"78",0.0031006711409396,14.2,"bistable",57.92,0.18,0.63,1167.03,0.08
"79",0.00314093959731544,14.2,"bistable",56.96,0.18,0.62,1154.67,0.09
"80",0.00318120805369128,14.2,"bistable",55.98,0.18,0.62,1142.12,0.09
"81",0.00322147651006711,14.2,"bistable",54.99,0.18,0.61,1129.29,0.1
"82",0.00326174496644295,14.2,"bistable",53.96,0.18,0.6,1116.06,0.11
"83",0.00330201342281879,14.2,"bistable",52.9,0.18,0.59,1102.27,0.12
"84",0.00334228187919463,14.2,"bistable",51.77,0.18,0.58,1087.69,0.13
"85",0.00338255033557047,14.2,"bistable",50.56,0.18,0.57,1071.97,0.14
"86",0.00342281879194631,14.2,"bistable",49.22,0.18,0.56,1054.57,0.16
"87",0.00346308724832215,14.2,"bistable",47.67,0.18,0.54,1034.48,0.18
"88",0.00350335570469799,14.2,"bistable",45.76,0.18,0.53,1009.51,0.2
"89",0.00354362416107383,14.2,"bistable",42.94,0.18,0.5,972.47,0.25
"90",0.00358389261744966,14.2,"bare",0,0.16,0,235.74,1.15
"91",0.0036241610738255,14.2,"bare",0,0.16,0,235.69,1.15
"92",0.00366442953020134,14.2,"bare",0,0.16,0,235.65,1.15
"93",0.00370469798657718,14.2,"bare",0,0.16,0,235.6,1.15
"94",0.00374496644295302,14.2,"bare",0,0.16,0,235.55,1.15
"95",0.00378523489932886,14.2,"bare",0,0.16,0,235.51,1.15
"96",0.0038255033557047,14.2,"bare",0,0.16,0,235.46,1.15
"97",0.00386577181208054,14.2,"bare",0,0.16,0,235.41,1.15
"98",0.00390604026845638,14.2,"bare",0,0.16,0,235.37,1.15
"99",0.00394630872483222,14.2,"bare",0,0.16,0,235.32,1.15
"100",0.00398657718120805,14.2,"bare",0,0.16,0,235.27,1.15
"101",0.00402684563758389,14.2,"bare",0,0.16,0,235.23,1.15
"102",0.00406711409395973,14.2,"bare",0,0.16,0,235.18,1.15
"103",0.00410738255033557,14.2,"bare",0,0.16,0,235.13,1.15
"104",0.00414765100671141,14.2,"bare",0,0.16,0,235.09,1.15
"105",0.00418791946308725,14.2,"bare",0,0.16,0,235.04,1.15
"106",0.00422818791946309,14.2,"bare",0,0.16,0,234.99,1.15
"107",0.00426845637583893,14.2,"bare",0,0.16,0,234.95,1.15
"108",0.00430872483221477,14.2,"bare",0,0.16,0,234.9,1.15
"109",0.0043489932885906,14.2,"bare",0,0.16,0,234.85,1.15
"110",0.00438926174496644,14.2,"bare",0,0.16,0,234.81,1.15
"111",0.00442953020134228,14.2,"bare",0,0.16,0,234.76,1.15
"112",0.00446979865771812,14.2,"bare",0,0.16,0,234.71,1.15
"113",0.00451006711409396,14.2,"bare",0,0.16,0,234.67,1.15
"114",0.0045503355704698,14.2,"bare",0,0.16,0,234.62,1.15
"115",0.00459060402684564,14.2,"bare",0,0.16,0,234.57,1.15
"116",0.00463087248322148,14.2,"bare",0,0.16,0,234.53,1.15
"117",0.00467114093959732,14.2,"bare",0,0.16,0,234.48,1.15
"118",0.00471140939597316,14.2,"bare",0,0.16,0,234.43,1.15
"119",0.00475167785234899,14.2,"bare",0,0.16,0,234.39,1.15
"120",0.00479194630872483,14.2,"bare",0,0.16,0,234.34,1.15
"121",0.00483221476510067,14.2,"bare",0,0.16,0,234.3,1.15
"122",0.00487248322147651,14.2,"bare",0,0.16,0,234.25,1.15
"123",0.00491275167785235,14.2,"bare",0,0.16,0,234.2,1.15
"124",0.00495302013422819,14.2,"bare",0,0.16,0,234.16,1.15
"125",0.00499328859060403,14.2,"bare",0,0.16,0,234.11,1.15
"126",0.00503355704697987,14.2,"bare",0,0.16,0,234.06,1.15
"127",0.0050738255033557,14.2,"bare",0,0.16,0,234.02,1.15
"128",0.00511409395973154,14.2,"bare",0,0.16,0,233.97,1.15
"129",0.00515436241610738,14.2,"bare",0,0.16,0,233.93,1.15
"130",0.00519463087248322,14.2,"bare",0,0.16,0,233.88,1.15
"131",0.00523489932885906,14.2,"bare",0,0.16,0,233.83,1.15
"132",0.0052751677852349,14.2,"bare",0,0.16,0,233.79,1.15
"133",0.00531543624161074,14.2,"bare",0,0.16,0,233.74,1.15
"134",0.00535570469798658,14.2,"bare",0,0.16,0,233.69,1.15
"135",0.00539597315436242,14.2,"bare",0,0.16,0,233.65,1.15
"136",0.00543624161073826,14.2,"bare",0,0.16,0,233.6,1.15
"137",0.00547651006711409,14.2,"bare",0,0.16,0,233.56,1.15
"138",0.00551677852348993,14.2,"bare",0,0.16,0,233.51,1.15
"139",0.00555704697986577,14.2,"bare",0,0.16,0,233.46,1.15
"140",0.00559731543624161,14.2,"bare",0,0.16,0,233.42,1.15
"141",0.00563758389261745,14.2,"bare",0,0.16,0,233.37,1.15
"142",0.00567785234899329,14.2,"bare",0,0.16,0,233.33,1.15
"143",0.00571812080536913,14.2,"bare",0,0.16,0,233.28,1.15
"144",0.00575838926174497,14.2,"bare",0,0.16,0,233.23,1.15
"145",0.00579865771812081,14.2,"bare",0,0.16,0,233.19,1.15
"146",0.00583892617449664,14.2,"bare",0,0.16,0,233.14,1.15
"147",0.00587919463087248,14.2,"bare",0,0.16,0,233.1,1.15
"148",0.00591946308724832,14.2,"bare",0,0.16,0,233.05,1.15
"149",0.00595973154362416,14.2,"bare",0,0.16,0,233.01,1.15
"150",0.006,14.2,"bare",0,0.16,0,232.96,1.15
"151",0,27.5275167785235,"seagrass",625.04,0.18,5.39,8204.27,0.01
"152",4.02684563758389e-05,27.5275167785235,"seagrass",555.75,0.18,4.83,7382.3,0.01
"153",8.05369127516779e-05,27.5275167785235,"seagrass",500.29,0.18,4.39,6723.71,0.01
"154",0.000120805369127517,27.5275167785235,"seagrass",454.89,0.18,4.03,6184.01,0.01
"155",0.000161073825503356,27.5275167785235,"seagrass",417.05,0.18,3.73,5733.53,0.01
"156",0.000201342281879195,27.5275167785235,"seagrass",385.02,0.18,3.47,5351.72,0.01
"157",0.000241610738255034,27.5275167785235,"seagrass",357.55,0.18,3.25,5023.89,0.01
"158",0.000281879194630873,27.5275167785235,"seagrass",333.74,0.18,3.05,4739.27,0.01
"159",0.000322147651006711,27.5275167785235,"seagrass",312.9,0.18,2.89,4489.76,0.01
"160",0.00036241610738255,27.5275167785235,"seagrass",294.51,0.18,2.74,4269.18,0.01
"161",0.000402684563758389,27.5275167785235,"seagrass",278.16,0.18,2.6,4072.73,0.01
"162",0.000442953020134228,27.5275167785235,"seagrass",263.53,0.18,2.48,3896.59,0.01
"163",0.000483221476510067,27.5275167785235,"seagrass",250.35,0.18,2.38,3737.72,0.01
"164",0.000523489932885906,27.5275167785235,"seagrass",238.43,0.18,2.28,3593.68,0.01
"165",0.000563758389261745,27.5275167785235,"seagrass",227.59,0.18,2.19,3462.43,0.01
"166",0.000604026845637584,27.5275167785235,"seagrass",217.69,0.18,2.11,3342.32,0.01
"167",0.000644295302013423,27.5275167785235,"seagrass",208.61,0.18,2.03,3231.95,0.01
"168",0.000684563758389262,27.5275167785235,"seagrass",200.25,0.18,1.97,3130.17,0.01
"169",0.000724832214765101,27.5275167785235,"seagrass",192.54,0.18,1.9,3035.98,0.01
"170",0.00076510067114094,27.5275167785235,"seagrass",185.39,0.18,1.84,2948.54,0.01
"171",0.000805369127516779,27.5275167785235,"seagrass",178.75,0.18,1.79,2867.13,0.01
"172",0.000845637583892618,27.5275167785235,"seagrass",172.57,0.18,1.74,2791.13,0.01
"173",0.000885906040268456,27.5275167785235,"seagrass",166.8,0.18,1.69,2720,0.01
"174",0.000926174496644295,27.5275167785235,"seagrass",161.39,0.18,1.64,2653.27,0.01
"175",0.000966442953020134,27.5275167785235,"seagrass",156.33,0.18,1.6,2590.53,0.01
"176",0.00100671140939597,27.5275167785235,"seagrass",151.57,0.18,1.56,2531.42,0.01
"177",0.00104697986577181,27.5275167785235,"seagrass",147.08,0.18,1.52,2475.61,0.01
"178",0.00108724832214765,27.5275167785235,"seagrass",142.85,0.18,1.49,2422.83,0.01
"179",0.00112751677852349,27.5275167785235,"seagrass",138.85,0.18,1.45,2372.83,0.02
"180",0.00116778523489933,27.5275167785235,"seagrass",135.07,0.18,1.42,2325.38,0.02
"181",0.00120805369127517,27.5275167785235,"seagrass",131.48,0.18,1.39,2280.27,0.02
"182",0.00124832214765101,27.5275167785235,"seagrass",128.08,0.18,1.36,2237.34,0.02
"183",0.00128859060402685,27.5275167785235,"seagrass",124.84,0.18,1.33,2196.4,0.02
"184",0.00132885906040268,27.5275167785235,"seagrass",121.76,0.18,1.31,2157.33,0.02
"185",0.00136912751677852,27.5275167785235,"seagrass",118.82,0.18,1.28,2119.99,0.02
"186",0.00140939597315436,27.5275167785235,"seagrass",116.01,0.18,1.26,2084.25,0.02
"187",0.0014496644295302,27.5275167785235,"seagrass",113.33,0.18,1.23,2050,0.02
"188",0.00148993288590604,27.5275167785235,"seagrass",110.77,0.18,1.21,2017.15,0.02
"189",0.00153020134228188,27.5275167785235,"seagrass",108.32,0.18,1.19,1985.6,0.02
"190",0.00157046979865772,27.5275167785235,"seagrass",105.96,0.18,1.17,1955.27,0.02
"191",0.00161073825503356,27.5275167785235,"seagrass",103.71,0.18,1.15,1926.08,0.02
"192",0.0016510067114094,27.5275167785235,"seagrass",101.54,0.18,1.13,1897.95,0.02
"193",0.00169127516778524,27.5275167785235,"seagrass",99.45,0.18,1.11,1870.84,0.02
"194",0.00173154362416107,27.5275167785235,"bistable",97.44,0.18,1.09,1844.66,0.03
"195",0.00177181208053691,27.5275167785235,"bistable",95.51,0.18,1.08,1819.37,0.03
"196",0.00181208053691275,27.5275167785235,"bistable",93.64,0.18,1.06,1794.91,0.03
"197",0.00185234899328859,27.5275167785235,"bistable",91.84,0.18,1.05,1771.24,0.03
"198",0.00189261744966443,27.5275167785235,"bistable",90.1,0.18,1.03,1748.31,0.03
"199",0.00193288590604027,27.5275167785235,"bistable",88.42,0.18,1.01,1726.06,0.03
"200",0.00197315436241611,27.5275167785235,"bistable",86.8,0.18,1,1704.48,0.03
"201",0.00201342281879195,27.5275167785235,"bistable",85.22,0.18,0.99,1683.51,0.03
"202",0.00205369127516779,27.5275167785235,"bistable",83.69,0.18,0.97,1663.11,0.03
"203",0.00209395973154362,27.5275167785235,"bistable",82.21,0.18,0.96,1643.27,0.04
"204",0.00213422818791946,27.5275167785235,"bistable",80.77,0.18,0.95,1623.93,0.04
"205",0.0021744966442953,27.5275167785235,"bistable",79.37,0.18,0.93,1605.08,0.04
"206",0.00221476510067114,27.5275167785235,"bistable",78.01,0.18,0.92,1586.67,0.04
"207",0.00225503355704698,27.5275167785235,"bistable",76.68,0.18,0.91,1568.69,0.04
"208",0.00229530201342282,27.5275167785235,"bistable",75.38,0.18,0.9,1551.09,0.04
"209",0.00233557046979866,27.5275167785235,"bistable",74.12,0.18,0.88,1533.86,0.05
"210",0.0023758389261745,27.5275167785235,"bistable",72.88,0.18,0.87,1516.96,0.05
"211",0.00241610738255034,27.5275167785235,"bistable",71.67,0.18,0.86,1500.36,0.05
"212",0.00245637583892617,27.5275167785235,"bistable",70.49,0.18,0.85,1484.03,0.05
"213",0.00249664429530201,27.5275167785235,"bistable",69.32,0.18,0.84,1467.95,0.05
"214",0.00253691275167785,27.5275167785235,"bistable",68.17,0.18,0.83,1452.07,0.06
"215",0.00257718120805369,27.5275167785235,"bistable",67.04,0.18,0.82,1436.36,0.06
"216",0.00261744966442953,27.5275167785235,"bistable",65.92,0.18,0.81,1420.79,0.06
"217",0.00265771812080537,27.5275167785235,"bistable",64.82,0.18,0.8,1405.31,0.07
"218",0.00269798657718121,27.5275167785235,"bistable",63.71,0.18,0.79,1389.87,0.07
"219",0.00273825503355705,27.5275167785235,"bistable",62.62,0.18,0.78,1374.41,0.08
"220",0.00277852348993289,27.5275167785235,"bistable",61.51,0.18,0.77,1358.87,0.08
"221",0.00281879194630873,27.5275167785235,"bistable",60.4,0.18,0.76,1343.15,0.09
"222",0.00285906040268456,27.5275167785235,"bistable",59.28,0.18,0.75,1327.15,0.09
"223",0.0028993288590604,27.5275167785235,"bistable",58.12,0.18,0.73,1310.72,0.1
"224",0.00293959731543624,27.5275167785235,"bistable",56.93,0.18,0.72,1293.67,0.11
"225",0.00297986577181208,27.5275167785235,"bistable",55.68,0.18,0.71,1275.72,0.12
"226",0.00302013422818792,27.5275167785235,"bistable",54.34,0.18,0.7,1256.44,0.13
"227",0.00306040268456376,27.5275167785235,"bistable",52.87,0.18,0.68,1235.12,0.15
"228",0.0031006711409396,27.5275167785235,"bistable",51.17,0.18,0.67,1210.43,0.17
"229",0.00314093959731544,27.5275167785235,"bistable",49.04,0.18,0.64,1179.25,0.19
"230",0.00318120805369128,27.5275167785235,"bistable",45.61,0.18,0.61,1128.49,0.25
"231",0.00322147651006711,27.5275167785235,"bare",0,0.16,0,236.16,1.15
"232",0.00326174496644295,27.5275167785235,"bare",0,0.16,0,236.12,1.15
"233",0.00330201342281879,27.5275167785235,"bare",0,0.16,0,236.07,1.15
"234",0.00334228187919463,27.5275167785235,"bare",0,0.16,0,236.02,1.15
"235",0.00338255033557047,27.5275167785235,"bare",0,0.16,0,235.97,1.15
"236",0.00342281879194631,27.5275167785235,"bare",0,0.16,0,235.93,1.15
"237",0.00346308724832215,27.5275167785235,"bare",0,0.16,0,235.88,1.15
"238",0.00350335570469799,27.5275167785235,"bare",0,0.16,0,235.83,1.15
"239",0.00354362416107383,27.5275167785235,"bare",0,0.16,0,235.79,1.15
"240",0.00358389261744966,27.5275167785235,"bare",0,0.16,0,235.74,1.15
"241",0.0036241610738255,27.5275167785235,"bare",0,0.16,0,235.69,1.15
"242",0.00366442953020134,27.5275167785235,"bare",0,0.16,0,235.65,1.15
"243",0.00370469798657718,27.5275167785235,"bare",0,0.16,0,235.6,1.15
"244",0.00374496644295302,27.5275167785235,"bare",0,0.16,0,235.55,1.15
"245",0.00378523489932886,27.5275167785235,"bare",0,0.16,0,235.51,1.15
"246",0.0038255033557047,27.5275167785235,"bare",0,0.16,0,235.46,1.15
"247",0.00386577181208054,27.5275167785235,"bare",0,0.16,0,235.41,1.15
"248",0.00390604026845638,27.5275167785235,"bare",0,0.16,0,235.37,1.15
"249",0.00394630872483222,27.5275167785235,"bare",0,0.16,0,235.32,1.15
"250",0.00398657718120805,27.5275167785235,"bare",0,0.16,0,235.27,1.15
"251",0.00402684563758389,27.5275167785235,"bare",0,0.16,0,235.23,1.15
"252",0.00406711409395973,27.5275167785235,"bare",0,0.16,0,235.18,1.15
"253",0.00410738255033557,27.5275167785235,"bare",0,0.16,0,235.13,1.15
"254",0.00414765100671141,27.5275167785235,"bare",0,0.16,0,235.09,1.15
"255",0.00418791946308725,27.5275167785235,"bare",0,0.16,0,235.04,1.15
"256",0.00422818791946309,27.5275167785235,"bare",0,0.16,0,234.99,1.15
"257",0.00426845637583893,27.5275167785235,"bare",0,0.16,0,234.95,1.15
"258",0.00430872483221477,27.5275167785235,"bare",0,0.16,0,234.9,1.15
"259",0.0043489932885906,27.5275167785235,"bare",0,0.16,0,234.85,1.15
"260",0.00438926174496644,27.5275167785235,"bare",0,0.16,0,234.81,1.15
"261",0.00442953020134228,27.5275167785235,"bare",0,0.16,0,234.76,1.15
"262",0.00446979865771812,27.5275167785235,"bare",0,0.16,0,234.71,1.15
"263",0.00451006711409396,27.5275167785235,"bare",0,0.16,0,234.67,1.15
"264",0.0045503355704698,27.5275167785235,"bare",0,0.16,0,234.62,1.15
"265",0.00459060402684564,27.5275167785235,"bare",0,0.16,0,234.57,1.15
"266",0.00463087248322148,27.5275167785235,"bare",0,0.16,0,234.53,1.15
"267",0.00467114093959732,27.5275167785235,"bare",0,0.16,0,234.48,1.15
"268",0.00471140939597316,27.5275167785235,"bare",0,0.16,0,234.43,1.15
"269",0.00475167785234899,27.5275167785235,"bare",0,0.16,0,234.39,1.15
"270",0.00479194630872483,27.5275167785235,"bare",0,0.16,0,234.34,1.15
"271",0.00483221476510067,27.5275167785235,"bare",0,0.16,0,234.3,1.15
"272",0.00487248322147651,27.5275167785235,"bare",0,0.16,0,234.25,1.15
"273",0.00491275167785235,27.5275167785235,"bare",0,0.16,0,234.2,1.15
"274",0.00495302013422819,27.5275167785235,"bare",0,0.16,0,234.16,1.15
"275",0.00499328859060403,27.5275167785235,"bare",0,0.16,0,234.11,1.15
"276",0.00503355704697987,27.5275167785235,"bare",0,0.16,0,234.06,1.15
"277",0.0050738255033557,27.5275167785235,"bare",0,0.16,0,234.02,1.15
"278",0.00511409395973154,27.5275167785235,"bare",0,0.16,0,233.97,1.15
"279",0.00515436241610738,27.5275167785235,"bare",0,0.16,0,233.93,1.15
"280",0.00519463087248322,27.5275167785235,"bare",0,0.16,0,233.88,1.15
"281",0.00523489932885906,27.5275167785235,"bare",0,0.16,0,233.83,1.15
"282",0.0052751677852349,27.5275167785235,"bare",0,0.16,0,233.79,1.15
"283",0.00531543624161074,27.5275167785235,"bare",0,0.16,0,233.74,1.15
"284",0.00535570469798658,27.5275167785235,"bare",0,0.16,0,233.69,1.15
"285",0.00539597315436242,27.5275167785235,"bare",0,0.16,0,233.65,1.15
"286",0.00543624161073826,27.5275167785235,"bare",0,0.16,0,233.6,1.15
"287",0.00547651006711409,27.5275167785235,"bare",0,0.16,0,233.56,1.15
"288",0.00551677852348993,27.5275167785235,"bare",0,0.16,0,233.51,1.15
"289",0.00555704697986577,27.5275167785235,"bare",0,0.16,0,233.46,1.15
"290",0.00559731543624161,27.5275167785235,"bare",0,0.16,0,233.42,1.15
"291",0.00563758389261745,27.5275167785235,"bare",0,0.16,0,233.37,1.15
"292",0.00567785234899329,27.5275167785235,"bare",0,0.16,0,233.33,1.15
"293",0.00571812080536913,27.5275167785235,"bare",0,0.16,0,233.28,1.15
"294",0.00575838926174497,27.5275167785235,"bare",0,0.16,0,233.23,1.15
"295",0.00579865771812081,27.5275167785235,"bare",0,0.16,0,233.19,1.15
"296",0.00583892617449664,27.5275167785235,"bare",0,0.16,0,233.14,1.15
"297",0.00587919463087248,27.5275167785235,"bare",0,0.16,0,233.1,1.15
"298",0.00591946308724832,27.5275167785235,"bare",0,0.16,0,233.05,1.15
"299",0.00595973154362416,27.5275167785235,"bare",0,0.16,0,233.01,1.15
"300",0.006,27.5275167785235,"bare",0,0.16,0,232.96,1.15
"301",0,40.855033557047,"seagrass",593.44,0.18,5.31,8084.28,0.01
"302",4.02684563758389e-05,40.855033557047,"seagrass",527.86,0.18,4.78,7301.92,0.01
"303",8.05369127516779e-05,40.855033557047,"seagrass",475.37,0.18,4.36,6674.28,0.01
"304",0.000120805369127517,40.855033557047,"seagrass",432.4,0.18,4.01,6159.26,0.01
"305",0.000161073825503356,40.855033557047,"seagrass",396.58,0.18,3.72,5728.77,0.01
"306",0.000201342281879195,40.855033557047,"seagrass",366.26,0.18,3.48,5363.37,0.01
"307",0.000241610738255034,40.855033557047,"seagrass",340.26,0.18,3.26,5049.13,0.01
"308",0.000281879194630873,40.855033557047,"seagrass",317.72,0.18,3.08,4775.87,0.01
"309",0.000322147651006711,40.855033557047,"seagrass",297.99,0.18,2.92,4535.93,0.01
"310",0.00036241610738255,40.855033557047,"seagrass",280.57,0.18,2.77,4323.44,0.01
"311",0.000402684563758389,40.855033557047,"seagrass",265.09,0.18,2.65,4133.86,0.01
"312",0.000442953020134228,40.855033557047,"seagrass",251.23,0.18,2.53,3963.58,0.01
"313",0.000483221476510067,40.855033557047,"seagrass",238.75,0.18,2.43,3809.72,0.01
"314",0.000523489932885906,40.855033557047,"seagrass",227.46,0.18,2.33,3669.95,0.01
"315",0.000563758389261745,40.855033557047,"seagrass",217.18,0.18,2.25,3542.36,0.01
"316",0.000604026845637584,40.855033557047,"seagrass",207.8,0.18,2.17,3425.38,0.01
"317",0.000644295302013423,40.855033557047,"seagrass",199.2,0.18,2.09,3317.68,0.01
"318",0.000684563758389262,40.855033557047,"seagrass",191.28,0.18,2.03,3218.17,0.01
"319",0.000724832214765101,40.855033557047,"seagrass",183.97,0.18,1.96,3125.89,0.01
"320",0.00076510067114094,40.855033557047,"seagrass",177.19,0.18,1.91,3040.07,0.01
"321",0.000805369127516779,40.855033557047,"seagrass",170.9,0.18,1.85,2960.01,0.01
"322",0.000845637583892618,40.855033557047,"seagrass",165.03,0.18,1.8,2885.12,0.01
"323",0.000885906040268456,40.855033557047,"seagrass",159.55,0.18,1.75,2814.89,0.01
"324",0.000926174496644295,40.855033557047,"seagrass",154.43,0.18,1.71,2748.88,0.01
"325",0.000966442953020134,40.855033557047,"seagrass",149.62,0.18,1.67,2686.68,0.01
"326",0.00100671140939597,40.855033557047,"seagrass",145.1,0.18,1.63,2627.97,0.02
"327",0.00104697986577181,40.855033557047,"seagrass",140.84,0.18,1.59,2572.44,0.02
"328",0.00108724832214765,40.855033557047,"seagrass",136.82,0.18,1.55,2519.81,0.02
"329",0.00112751677852349,40.855033557047,"seagrass",133.02,0.18,1.52,2469.84,0.02
"330",0.00116778523489933,40.855033557047,"seagrass",129.42,0.18,1.49,2422.33,0.02
"331",0.00120805369127517,40.855033557047,"seagrass",126.01,0.18,1.46,2377.08,0.02
"332",0.00124832214765101,40.855033557047,"seagrass",122.77,0.18,1.43,2333.92,0.02
