"","temp","sh","stability","S","CA","CS","CB","N"
"94",304.654697986577,14.2,"bistable",1062.09,0.81,8.62,8972.3,0.01
"95",304.71711409396,14.2,"bistable",1061.88,0.81,8.61,8927.36,0.01
"96",304.779530201342,14.2,"bistable",1061.66,0.8,8.61,8882.53,0.01
"97",304.841946308725,14.2,"bistable",1061.41,0.8,8.61,8837.78,0.01
"98",304.904362416107,14.2,"bistable",1061.15,0.8,8.61,8793.1,0.01
"99",304.96677852349,14.2,"bistable",1060.85,0.8,8.61,8748.46,0.01
"100",305.029194630872,14.2,"bistable",1060.52,0.8,8.6,8703.82,0.01
"101",305.091610738255,14.2,"bistable",1060.16,0.8,8.6,8659.16,0.01
"102",305.154026845638,14.2,"bistable",1059.76,0.8,8.6,8614.44,0.01
"103",305.21644295302,14.2,"bistable",1059.3,0.79,8.59,8569.59,0.01
"104",305.278859060403,14.2,"bistable",1058.79,0.79,8.59,8524.55,0.02
"105",305.341275167785,14.2,"bistable",1058.2,0.79,8.58,8479.24,0.02
"106",305.403691275168,14.2,"bistable",1057.52,0.79,8.58,8433.55,0.02
"107",305.46610738255,14.2,"bistable",1056.74,0.79,8.57,8387.32,0.02
"108",305.528523489933,14.2,"bistable",1055.81,0.79,8.57,8340.37,0.02
"109",305.590939597315,14.2,"bistable",1054.71,0.79,8.56,8292.42,0.02
"110",305.653355704698,14.2,"bistable",1053.37,0.79,8.55,8243.09,0.02
"111",305.715771812081,14.2,"bistable",1051.7,0.78,8.53,8191.8,0.03
"112",305.778187919463,14.2,"bistable",1049.59,0.78,8.52,8137.67,0.03
"113",305.840604026846,14.2,"bistable",1046.81,0.78,8.49,8079.28,0.04
"114",305.903020134228,14.2,"bistable",1043,0.78,8.46,8014.11,0.04
"115",305.965436241611,14.2,"bistable",1037.44,0.78,8.42,7937.39,0.05
"116",306.027852348993,14.2,"bistable",1028.58,0.78,8.35,7838.6,0.07
"117",306.090268456376,14.2,"bistable",1012.19,0.78,8.22,7689.29,0.09
"118",306.152684563758,14.2,"bistable",971.12,0.77,7.9,7373.72,0.16
"119",306.215100671141,14.2,"bare",0,0.14,0,117.3,1.15
"120",306.277516778523,14.2,"bare",0,0.14,0,116.58,1.15
"121",306.339932885906,14.2,"bare",0,0.14,0,115.86,1.15
"122",306.402348993289,14.2,"bare",0,0.14,0,115.14,1.15
"123",306.464765100671,14.2,"bare",0,0.14,0,114.43,1.15
"124",306.527181208054,14.2,"bare",0,0.14,0,113.72,1.15
"125",306.589597315436,14.2,"bare",0,0.14,0,113.02,1.15
"126",306.652013422819,14.2,"bare",0,0.14,0,112.32,1.15
"127",306.714429530201,14.2,"bare",0,0.14,0,111.63,1.15
"128",306.776845637584,14.2,"bare",0,0.14,0,110.94,1.15
"129",306.839261744966,14.2,"bare",0,0.14,0,110.25,1.15
"130",306.901677852349,14.2,"bare",0,0.14,0,109.57,1.15
"131",306.964093959732,14.2,"bare",0,0.14,0,108.89,1.15
"132",307.026510067114,14.2,"bare",0,0.14,0,108.21,1.15
"133",307.088926174497,14.2,"bare",0,0.14,0,107.54,1.15
"134",307.151342281879,14.2,"bare",0,0.14,0,106.87,1.15
"135",307.213758389262,14.2,"bare",0,0.14,0,106.21,1.15
"136",307.276174496644,14.2,"bare",0,0.14,0,105.55,1.15
"137",307.338590604027,14.2,"bare",0,0.14,0,104.9,1.15
"138",307.401006711409,14.2,"bare",0,0.14,0,104.24,1.15
"139",307.463422818792,14.2,"bare",0,0.14,0,103.6,1.15
"140",307.525838926174,14.2,"bare",0,0.14,0,102.95,1.15
"141",307.588255033557,14.2,"bare",0,0.14,0,102.31,1.15
"142",307.65067114094,14.2,"bare",0,0.14,0,101.67,1.15
"143",307.713087248322,14.2,"bare",0,0.14,0,101.04,1.15
"144",307.775503355705,14.2,"bare",0,0.14,0,100.41,1.15
"145",307.837919463087,14.2,"bare",0,0.14,0,99.79,1.15
"146",307.90033557047,14.2,"bare",0,0.14,0,99.17,1.15
"147",307.962751677852,14.2,"bare",0,0.13,0,98.55,1.15
"148",308.025167785235,14.2,"bare",0,0.13,0,97.93,1.15
"149",308.087583892617,14.2,"bare",0,0.13,0,97.32,1.15
"150",308.15,14.2,"bare",0,0.13,0,96.71,1.15
"151",298.85,47.661744966443,"seagrass",916.71,0.8,7.94,12963.14,0.01
"152",298.912416107383,47.661744966443,"seagrass",916.71,0.79,7.94,12898.57,0.01
"153",298.974832214765,47.661744966443,"seagrass",916.72,0.79,7.94,12834.34,0.01
"154",299.037248322148,47.661744966443,"seagrass",916.72,0.79,7.94,12770.45,0.01
"155",299.09966442953,47.661744966443,"seagrass",916.72,0.79,7.94,12706.9,0.01
"156",299.162080536913,47.661744966443,"seagrass",916.73,0.79,7.94,12643.69,0.01
"157",299.224496644295,47.661744966443,"seagrass",916.73,0.79,7.94,12580.8,0.01
"158",299.286912751678,47.661744966443,"seagrass",916.73,0.79,7.94,12518.25,0.01
"159",299.34932885906,47.661744966443,"seagrass",916.73,0.79,7.94,12456.03,0.01
"160",299.411744966443,47.661744966443,"seagrass",916.73,0.79,7.94,12394.13,0.01
"161",299.474161073826,47.661744966443,"seagrass",916.73,0.79,7.94,12332.56,0.01
"162",299.536577181208,47.661744966443,"seagrass",916.73,0.78,7.94,12271.31,0.01
"163",299.598993288591,47.661744966443,"seagrass",916.73,0.78,7.94,12210.38,0.01
"164",299.661409395973,47.661744966443,"seagrass",916.73,0.78,7.94,12149.78,0.01
"165",299.723825503356,47.661744966443,"seagrass",916.73,0.78,7.94,12089.49,0.01
"166",299.786241610738,47.661744966443,"seagrass",916.73,0.78,7.94,12029.52,0.01
"167",299.848657718121,47.661744966443,"seagrass",916.73,0.78,7.94,11969.86,0.01
"168",299.911073825503,47.661744966443,"seagrass",916.73,0.78,7.94,11910.51,0.01
"169",299.973489932886,47.661744966443,"seagrass",916.73,0.78,7.94,11851.48,0.01
"170",300.035906040268,47.661744966443,"seagrass",916.73,0.78,7.94,11792.75,0.01
"171",300.098322147651,47.661744966443,"seagrass",916.72,0.78,7.94,11734.33,0.01
"172",300.160738255034,47.661744966443,"seagrass",916.72,0.78,7.94,11676.22,0.01
"173",300.223154362416,47.661744966443,"seagrass",916.72,0.77,7.94,11618.41,0.01
"174",300.285570469799,47.661744966443,"seagrass",916.71,0.77,7.94,11560.9,0.01
"175",300.347986577181,47.661744966443,"seagrass",916.71,0.77,7.94,11503.69,0.01
"176",300.410402684564,47.661744966443,"seagrass",916.71,0.77,7.94,11446.78,0.01
"177",300.472818791946,47.661744966443,"seagrass",916.7,0.77,7.94,11390.16,0.01
"178",300.535234899329,47.661744966443,"seagrass",916.7,0.77,7.94,11333.84,0.01
"179",300.597651006711,47.661744966443,"seagrass",916.69,0.77,7.94,11277.81,0.01
"180",300.660067114094,47.661744966443,"seagrass",916.68,0.77,7.94,11222.08,0.01
"181",300.722483221477,47.661744966443,"seagrass",916.68,0.77,7.94,11166.63,0.01
"182",300.784899328859,47.661744966443,"seagrass",916.67,0.77,7.94,11111.47,0.01
"183",300.847315436242,47.661744966443,"seagrass",916.66,0.76,7.94,11056.59,0.01
"184",300.909731543624,47.661744966443,"seagrass",916.65,0.76,7.94,11002,0.01
"185",300.972147651007,47.661744966443,"seagrass",916.64,0.76,7.94,10947.7,0.01
"186",301.034563758389,47.661744966443,"seagrass",916.63,0.76,7.94,10893.67,0.01
"187",301.096979865772,47.661744966443,"seagrass",916.62,0.76,7.94,10839.92,0.01
"188",301.159395973154,47.661744966443,"seagrass",916.61,0.76,7.94,10786.45,0.01
"189",301.221812080537,47.661744966443,"seagrass",916.6,0.76,7.94,10733.26,0.01
"190",301.284228187919,47.661744966443,"seagrass",916.59,0.76,7.94,10680.34,0.01
"191",301.346644295302,47.661744966443,"seagrass",916.58,0.76,7.94,10627.69,0.01
"192",301.409060402685,47.661744966443,"seagrass",916.56,0.76,7.94,10575.31,0.01
"193",301.471476510067,47.661744966443,"seagrass",916.55,0.75,7.94,10523.2,0.01
"194",301.53389261745,47.661744966443,"seagrass",916.54,0.75,7.94,10471.36,0.01
"195",301.596308724832,47.661744966443,"seagrass",916.52,0.75,7.94,10419.78,0.01
"196",301.658724832215,47.661744966443,"seagrass",916.5,0.75,7.94,10368.47,0.01
"197",301.721140939597,47.661744966443,"seagrass",916.49,0.75,7.94,10317.42,0.01
"198",301.78355704698,47.661744966443,"seagrass",916.47,0.75,7.94,10266.63,0.01
"199",301.845973154362,47.661744966443,"seagrass",916.45,0.75,7.94,10216.1,0.01
"200",301.908389261745,47.661744966443,"seagrass",916.43,0.75,7.94,10165.82,0.01
"201",301.970805369128,47.661744966443,"seagrass",916.41,0.75,7.94,10115.8,0.01
"202",302.03322147651,47.661744966443,"seagrass",916.38,0.74,7.93,10066.03,0.01
"203",302.095637583893,47.661744966443,"seagrass",916.36,0.74,7.93,10016.52,0.01
"204",302.158053691275,47.661744966443,"seagrass",916.34,0.74,7.93,9967.25,0.01
"205",302.220469798658,47.661744966443,"seagrass",916.31,0.74,7.93,9918.23,0.01
"206",302.28288590604,47.661744966443,"seagrass",916.28,0.74,7.93,9869.46,0.01
"207",302.345302013423,47.661744966443,"seagrass",916.26,0.74,7.93,9820.93,0.01
"208",302.407718120805,47.661744966443,"seagrass",916.23,0.74,7.93,9772.65,0.01
"209",302.470134228188,47.661744966443,"seagrass",916.2,0.74,7.93,9724.61,0.01
"210",302.53255033557,47.661744966443,"seagrass",916.16,0.74,7.93,9676.8,0.01
"211",302.594966442953,47.661744966443,"seagrass",916.13,0.74,7.93,9629.23,0.01
"212",302.657382550336,47.661744966443,"seagrass",916.1,0.73,7.93,9581.9,0.01
"213",302.719798657718,47.661744966443,"seagrass",916.06,0.73,7.93,9534.8,0.01
"214",302.782214765101,47.661744966443,"seagrass",916.02,0.73,7.93,9487.93,0.01
"215",302.844630872483,47.661744966443,"seagrass",915.98,0.73,7.93,9441.29,0.01
"216",302.907046979866,47.661744966443,"seagrass",915.93,0.73,7.93,9394.88,0.01
"217",302.969463087248,47.661744966443,"seagrass",915.89,0.73,7.93,9348.69,0.01
"218",303.031879194631,47.661744966443,"seagrass",915.84,0.73,7.93,9302.73,0.01
"219",303.094295302013,47.661744966443,"seagrass",915.79,0.73,7.93,9256.98,0.01
"220",303.156711409396,47.661744966443,"seagrass",915.74,0.73,7.93,9211.46,0.01
"221",303.219127516779,47.661744966443,"seagrass",915.68,0.72,7.93,9166.15,0.01
"222",303.281543624161,47.661744966443,"seagrass",915.63,0.72,7.93,9121.05,0.01
"223",303.343959731544,47.661744966443,"seagrass",915.57,0.72,7.93,9076.16,0.01
"224",303.406375838926,47.661744966443,"seagrass",915.5,0.72,7.92,9031.49,0.01
"225",303.468791946309,47.661744966443,"seagrass",915.43,0.72,7.92,8987.01,0.01
"226",303.531208053691,47.661744966443,"seagrass",915.36,0.72,7.92,8942.74,0.01
"227",303.593624161074,47.661744966443,"seagrass",915.29,0.72,7.92,8898.67,0.01
"228",303.656040268456,47.661744966443,"seagrass",915.21,0.72,7.92,8854.8,0.01
"229",303.718456375839,47.661744966443,"seagrass",915.12,0.72,7.92,8811.11,0.01
"230",303.780872483221,47.661744966443,"seagrass",915.03,0.72,7.92,8767.62,0.01
"231",303.843288590604,47.661744966443,"seagrass",914.94,0.71,7.92,8724.31,0.01
"232",303.905704697987,47.661744966443,"bistable",914.84,0.71,7.92,8681.18,0.01
"233",303.968120805369,47.661744966443,"bistable",914.73,0.71,7.92,8638.23,0.01
"234",304.030536912752,47.661744966443,"bistable",914.61,0.71,7.92,8595.44,0.01
"235",304.092953020134,47.661744966443,"bistable",914.49,0.71,7.92,8552.83,0.01
"236",304.155369127517,47.661744966443,"bistable",914.36,0.71,7.91,8510.37,0.01
"237",304.217785234899,47.661744966443,"bistable",914.22,0.71,7.91,8468.06,0.01
"238",304.280201342282,47.661744966443,"bistable",914.08,0.71,7.91,8425.9,0.01
"239",304.342617449664,47.661744966443,"bistable",913.92,0.71,7.91,8383.88,0.01
"240",304.405033557047,47.661744966443,"bistable",913.74,0.7,7.91,8341.99,0.01
"241",304.46744966443,47.661744966443,"bistable",913.56,0.7,7.91,8300.21,0.01
"242",304.529865771812,47.661744966443,"bistable",913.36,0.7,7.91,8258.55,0.01
"243",304.592281879195,47.661744966443,"bistable",913.14,0.7,7.9,8216.97,0.01
"244",304.654697986577,47.661744966443,"bistable",912.91,0.7,7.9,8175.47,0.01
"245",304.71711409396,47.661744966443,"bistable",912.65,0.7,7.9,8134.04,0.01
"246",304.779530201342,47.661744966443,"bistable",912.37,0.7,7.9,8092.64,0.01
"247",304.841946308725,47.661744966443,"bistable",912.06,0.7,7.89,8051.26,0.01
"248",304.904362416107,47.661744966443,"bistable",911.73,0.7,7.89,8009.87,0.01
"249",304.96677852349,47.661744966443,"bistable",911.35,0.69,7.89,7968.43,0.01
"250",305.029194630872,47.661744966443,"bistable",910.93,0.69,7.88,7926.9,0.01
"251",305.091610738255,47.661744966443,"bistable",910.47,0.69,7.88,7885.24,0.02
"252",305.154026845638,47.661744966443,"bistable",909.94,0.69,7.88,7843.36,0.02
"253",305.21644295302,47.661744966443,"bistable",909.35,0.69,7.87,7801.21,0.02
"254",305.278859060403,47.661744966443,"bistable",908.67,0.69,7.87,7758.67,0.02
"255",305.341275167785,47.661744966443,"bistable",907.89,0.69,7.86,7715.61,0.02
"256",305.403691275168,47.661744966443,"bistable",906.98,0.69,7.85,7671.86,0.02
"257",305.46610738255,47.661744966443,"bistable",905.91,0.68,7.84,7627.19,0.02
"258",305.528523489933,47.661744966443,"bistable",904.62,0.68,7.83,7581.25,0.02
"259",305.590939597315,47.661744966443,"bistable",903.06,0.68,7.82,7533.6,0.03
"260",305.653355704698,47.661744966443,"bistable",901.12,0.68,7.81,7483.52,0.03
"261",305.715771812081,47.661744966443,"bistable",898.64,0.68,7.79,7429.94,0.03
"262",305.778187919463,47.661744966443,"bistable",895.37,0.68,7.76,7371.08,0.04
"263",305.840604026846,47.661744966443,"bistable",890.85,0.68,7.73,7303.8,0.05
"264",305.903020134228,47.661744966443,"bistable",884.18,0.67,7.67,7221.92,0.06
"265",305.965436241611,47.661744966443,"bistable",873.33,0.67,7.59,7111.35,0.07
"266",306.027852348993,47.661744966443,"bistable",852.22,0.67,7.42,6930.21,0.11
"267",306.090268456376,47.661744966443,"bistable",785.66,0.66,6.9,6434.61,0.21
"268",306.152684563758,47.661744966443,"bare",0,0.14,0,118.03,1.15
"269",306.215100671141,47.661744966443,"bare",0,0.14,0,117.3,1.15
"270",306.277516778523,47.661744966443,"bare",0,0.14,0,116.58,1.15
"271",306.339932885906,47.661744966443,"bare",0,0.14,0,115.86,1.15
"272",306.402348993289,47.661744966443,"bare",0,0.14,0,115.14,1.15
"273",306.464765100671,47.661744966443,"bare",0,0.14,0,114.43,1.15
"274",306.527181208054,47.661744966443,"bare",0,0.14,0,113.72,1.15
"275",306.589597315436,47.661744966443,"bare",0,0.14,0,113.02,1.15
"276",306.652013422819,47.661744966443,"bare",0,0.14,0,112.32,1.15
"277",306.714429530201,47.661744966443,"bare",0,0.14,0,111.63,1.15
"278",306.776845637584,47.661744966443,"bare",0,0.14,0,110.94,1.15
"279",306.839261744966,47.661744966443,"bare",0,0.14,0,110.25,1.15
"280",306.901677852349,47.661744966443,"bare",0,0.14,0,109.57,1.15
"281",306.964093959732,47.661744966443,"bare",0,0.14,0,108.89,1.15
"282",307.026510067114,47.661744966443,"bare",0,0.14,0,108.21,1.15
"283",307.088926174497,47.661744966443,"bare",0,0.14,0,107.54,1.15
"284",307.151342281879,47.661744966443,"bare",0,0.14,0,106.87,1.15
"285",307.213758389262,47.661744966443,"bare",0,0.14,0,106.21,1.15
"286",307.276174496644,47.661744966443,"bare",0,0.14,0,105.55,1.15
"287",307.338590604027,47.661744966443,"bare",0,0.14,0,104.9,1.15
"288",307.401006711409,47.661744966443,"bare",0,0.14,0,104.24,1.15
"289",307.463422818792,47.661744966443,"bare",0,0.14,0,103.6,1.15
"290",307.525838926174,47.661744966443,"bare",0,0.14,0,102.95,1.15
"291",307.588255033557,47.661744966443,"bare",0,0.14,0,102.31,1.15
"292",307.65067114094,47.661744966443,"bare",0,0.14,0,101.67,1.15
"293",307.713087248322,47.661744966443,"bare",0,0.14,0,101.04,1.15
"294",307.775503355705,47.661744966443,"bare",0,0.14,0,100.41,1.15
"295",307.837919463087,47.661744966443,"bare",0,0.14,0,99.79,1.15
"296",307.90033557047,47.661744966443,"bare",0,0.14,0,99.17,1.15
"297",307.962751677852,47.661744966443,"bare",0,0.13,0,98.55,1.15
"298",308.025167785235,47.661744966443,"bare",0,0.13,0,97.93,1.15
"299",308.087583892617,47.661744966443,"bare",0,0.13,0,97.32,1.15
"300",308.15,47.661744966443,"bare",0,0.13,0,96.71,1.15
"301",298.85,81.1234899328859,"seagrass",778.09,0.68,7.26,11756.83,0.01
"302",298.912416107383,81.1234899328859,"seagrass",778.09,0.68,7.26,11698.38,0.01
"303",298.974832214765,81.1234899328859,"seagrass",778.1,0.68,7.26,11640.24,0.01
"304",299.037248322148,81.1234899328859,"seagrass",778.11,0.68,7.26,11582.41,0.01
"305",299.09966442953,81.1234899328859,"seagrass",778.11,0.68,7.26,11524.87,0.01
"306",299.162080536913,81.1234899328859,"seagrass",778.12,0.68,7.26,11467.64,0.01
"307",299.224496644295,81.1234899328859,"seagrass",778.12,0.68,7.26,11410.71,0.01
"308",299.286912751678,81.1234899328859,"seagrass",778.12,0.68,7.26,11354.08,0.01
"309",299.34932885906,81.1234899328859,"seagrass",778.13,0.68,7.26,11297.75,0.01
"310",299.411744966443,81.1234899328859,"seagrass",778.13,0.67,7.26,11241.71,0.01
"311",299.474161073826,81.1234899328859,"seagrass",778.14,0.67,7.26,11185.96,0.01
"312",299.536577181208,81.1234899328859,"seagrass",778.14,0.67,7.26,11130.51,0.01
"313",299.598993288591,81.1234899328859,"seagrass",778.14,0.67,7.26,11075.34,0.01
"314",299.661409395973,81.1234899328859,"seagrass",778.14,0.67,7.26,11020.47,0.01
"315",299.723825503356,81.1234899328859,"seagrass",778.14,0.67,7.26,10965.87,0.01
"316",299.786241610738,81.1234899328859,"seagrass",778.15,0.67,7.26,10911.57,0.01
"317",299.848657718121,81.1234899328859,"seagrass",778.15,0.67,7.26,10857.55,0.01
"318",299.911073825503,81.1234899328859,"seagrass",778.15,0.67,7.26,10803.8,0.01
"319",299.973489932886,81.1234899328859,"seagrass",778.15,0.67,7.26,10750.34,0.01
"320",300.035906040268,81.1234899328859,"seagrass",778.15,0.67,7.26,10697.16,0.01
"321",300.098322147651,81.1234899328859,"seagrass",778.14,0.67,7.26,10644.25,0.01
"322",300.160738255034,81.1234899328859,"seagrass",778.14,0.67,7.25,10591.62,0.01
"323",300.223154362416,81.1234899328859,"seagrass",778.14,0.66,7.25,10539.26,0.01
"324",300.285570469799,81.1234899328859,"seagrass",778.14,0.66,7.25,10487.17,0.01
"325",300.347986577181,81.1234899328859,"seagrass",778.14,0.66,7.25,10435.35,0.01
"326",300.410402684564,81.1234899328859,"seagrass",778.13,0.66,7.25,10383.8,0.01
"327",300.472818791946,81.1234899328859,"seagrass",778.13,0.66,7.25,10332.52,0.01
"328",300.535234899329,81.1234899328859,"seagrass",778.12,0.66,7.25,10281.5,0.01
"329",300.597651006711,81.1234899328859,"seagrass",778.12,0.66,7.25,10230.75,0.01
"330",300.660067114094,81.1234899328859,"seagrass",778.11,0.66,7.25,10180.26,0.01
"331",300.722483221477,81.1234899328859,"seagrass",778.11,0.66,7.25,10130.03,0.01
"332",300.784899328859,81.1234899328859,"seagrass",778.1,0.66,7.25,10080.05,0.01
"333",300.847315436242,81.1234899328859,"seagrass",778.09,0.66,7.25,10030.34,0.01
"334",300.909731543624,81.1234899328859,"seagrass",778.09,0.65,7.25,9980.88,0.01
"335",300.972147651007,81.1234899328859,"seagrass",778.08,0.65,7.25,9931.67,0.01
"336",301.034563758389,81.1234899328859,"seagrass",778.07,0.65,7.25,9882.71,0.01
"337",301.096979865772,81.1234899328859,"seagrass",778.06,0.65,7.25,9834.01,0.01
