"","ma","sh","stability","S","CA","CS","CB","N"
"54",0.00213422818791946,14.2,"bistable",396.91,0.84,8.13,13175.97,0.02
"55",0.0021744966442953,14.2,"bistable",391.9,0.84,8.12,13154.49,0.02
"56",0.00221476510067114,14.2,"bistable",387,0.84,8.11,13132.85,0.02
"57",0.00225503355704698,14.2,"bistable",382.2,0.84,8.1,13111.04,0.03
"58",0.00229530201342282,14.2,"bistable",377.5,0.84,8.09,13089.04,0.03
"59",0.00233557046979866,14.2,"bistable",372.89,0.83,8.07,13066.84,0.03
"60",0.0023758389261745,14.2,"bistable",368.38,0.83,8.06,13044.44,0.03
"61",0.00241610738255034,14.2,"bistable",363.95,0.83,8.05,13021.8,0.03
"62",0.00245637583892617,14.2,"bistable",359.61,0.83,8.04,12998.93,0.03
"63",0.00249664429530201,14.2,"bistable",355.35,0.83,8.03,12975.79,0.03
"64",0.00253691275167785,14.2,"bistable",351.16,0.83,8.01,12952.38,0.03
"65",0.00257718120805369,14.2,"bistable",347.06,0.83,8,12928.67,0.03
"66",0.00261744966442953,14.2,"bistable",343.02,0.82,7.99,12904.63,0.03
"67",0.00265771812080537,14.2,"bistable",339.06,0.82,7.97,12880.25,0.03
"68",0.00269798657718121,14.2,"bistable",335.16,0.82,7.96,12855.49,0.04
"69",0.00273825503355705,14.2,"bistable",331.32,0.82,7.95,12830.34,0.04
"70",0.00277852348993289,14.2,"bistable",327.55,0.82,7.93,12804.74,0.04
"71",0.00281879194630873,14.2,"bistable",323.84,0.82,7.92,12778.67,0.04
"72",0.00285906040268456,14.2,"bistable",320.18,0.82,7.9,12752.09,0.04
"73",0.0028993288590604,14.2,"bistable",316.57,0.81,7.89,12724.96,0.04
"74",0.00293959731543624,14.2,"bistable",313.02,0.81,7.87,12697.22,0.04
"75",0.00297986577181208,14.2,"bistable",309.51,0.81,7.86,12668.82,0.05
"76",0.00302013422818792,14.2,"bistable",306.04,0.81,7.84,12639.69,0.05
"77",0.00306040268456376,14.2,"bistable",302.62,0.81,7.82,12609.78,0.05
"78",0.0031006711409396,14.2,"bistable",299.23,0.81,7.81,12579.01,0.05
"79",0.00314093959731544,14.2,"bistable",295.88,0.81,7.79,12547.27,0.05
"80",0.00318120805369128,14.2,"bistable",292.57,0.8,7.77,12514.49,0.06
"81",0.00322147651006711,14.2,"bistable",289.27,0.8,7.75,12480.53,0.06
"82",0.00326174496644295,14.2,"bistable",286.01,0.8,7.73,12445.29,0.06
"83",0.00330201342281879,14.2,"bistable",282.76,0.8,7.71,12408.59,0.06
"84",0.00334228187919463,14.2,"bistable",279.52,0.8,7.69,12370.29,0.07
"85",0.00338255033557047,14.2,"bistable",276.3,0.8,7.66,12330.16,0.07
"86",0.00342281879194631,14.2,"bistable",273.08,0.8,7.64,12287.99,0.07
"87",0.00346308724832215,14.2,"bistable",269.85,0.79,7.61,12243.49,0.08
"88",0.00350335570469799,14.2,"bistable",266.62,0.79,7.58,12196.34,0.08
"89",0.00354362416107383,14.2,"bistable",263.36,0.79,7.55,12146.14,0.09
"90",0.00358389261744966,14.2,"bistable",260.07,0.79,7.52,12092.42,0.09
"91",0.0036241610738255,14.2,"bistable",256.74,0.79,7.48,12034.6,0.1
"92",0.00366442953020134,14.2,"bistable",253.35,0.79,7.44,11971.98,0.1
"93",0.00370469798657718,14.2,"bistable",249.87,0.78,7.4,11903.64,0.11
"94",0.00374496644295302,14.2,"bistable",246.3,0.78,7.35,11828.48,0.12
"95",0.00378523489932886,14.2,"bistable",242.59,0.78,7.3,11745.01,0.13
"96",0.0038255033557047,14.2,"bistable",238.71,0.78,7.24,11651.32,0.14
"97",0.00386577181208054,14.2,"bistable",234.6,0.77,7.17,11544.81,0.15
"98",0.00390604026845638,14.2,"bistable",230.18,0.77,7.09,11421.86,0.16
"99",0.00394630872483222,14.2,"bistable",225.35,0.77,7,11277.27,0.18
"100",0.00398657718120805,14.2,"bistable",219.95,0.76,6.89,11103.18,0.2
"101",0.00402684563758389,14.2,"bistable",213.71,0.76,6.75,10886.87,0.22
"102",0.00406711409395973,14.2,"bistable",206.16,0.76,6.56,10605.76,0.26
"103",0.00410738255033557,14.2,"bistable",196.34,0.75,6.3,10212.65,0.31
"104",0.00414765100671141,14.2,"bistable",181.37,0.73,5.88,9569.38,0.38
"105",0.00418791946308725,14.2,"bare",0,0.16,0,235.04,1.15
"106",0.00422818791946309,14.2,"bare",0,0.16,0,234.99,1.15
"107",0.00426845637583893,14.2,"bare",0,0.16,0,234.95,1.15
"108",0.00430872483221477,14.2,"bare",0,0.16,0,234.9,1.15
"109",0.0043489932885906,14.2,"bare",0,0.16,0,234.85,1.15
"110",0.00438926174496644,14.2,"bare",0,0.16,0,234.81,1.15
"111",0.00442953020134228,14.2,"bare",0,0.16,0,234.76,1.15
"112",0.00446979865771812,14.2,"bare",0,0.16,0,234.71,1.15
"113",0.00451006711409396,14.2,"bare",0,0.16,0,234.67,1.15
"114",0.0045503355704698,14.2,"bare",0,0.16,0,234.62,1.15
"115",0.00459060402684564,14.2,"bare",0,0.16,0,234.57,1.15
"116",0.00463087248322148,14.2,"bare",0,0.16,0,234.53,1.15
"117",0.00467114093959732,14.2,"bare",0,0.16,0,234.48,1.15
"118",0.00471140939597316,14.2,"bare",0,0.16,0,234.43,1.15
"119",0.00475167785234899,14.2,"bare",0,0.16,0,234.39,1.15
"120",0.00479194630872483,14.2,"bare",0,0.16,0,234.34,1.15
"121",0.00483221476510067,14.2,"bare",0,0.16,0,234.3,1.15
"122",0.00487248322147651,14.2,"bare",0,0.16,0,234.25,1.15
"123",0.00491275167785235,14.2,"bare",0,0.16,0,234.2,1.15
"124",0.00495302013422819,14.2,"bare",0,0.16,0,234.16,1.15
"125",0.00499328859060403,14.2,"bare",0,0.16,0,234.11,1.15
"126",0.00503355704697987,14.2,"bare",0,0.16,0,234.06,1.15
"127",0.0050738255033557,14.2,"bare",0,0.16,0,234.02,1.15
"128",0.00511409395973154,14.2,"bare",0,0.16,0,233.97,1.15
"129",0.00515436241610738,14.2,"bare",0,0.16,0,233.93,1.15
"130",0.00519463087248322,14.2,"bare",0,0.16,0,233.88,1.15
"131",0.00523489932885906,14.2,"bare",0,0.16,0,233.83,1.15
"132",0.0052751677852349,14.2,"bare",0,0.16,0,233.79,1.15
"133",0.00531543624161074,14.2,"bare",0,0.16,0,233.74,1.15
"134",0.00535570469798658,14.2,"bare",0,0.16,0,233.69,1.15
"135",0.00539597315436242,14.2,"bare",0,0.16,0,233.65,1.15
"136",0.00543624161073826,14.2,"bare",0,0.16,0,233.6,1.15
"137",0.00547651006711409,14.2,"bare",0,0.16,0,233.56,1.15
"138",0.00551677852348993,14.2,"bare",0,0.16,0,233.51,1.15
"139",0.00555704697986577,14.2,"bare",0,0.16,0,233.46,1.15
"140",0.00559731543624161,14.2,"bare",0,0.16,0,233.42,1.15
"141",0.00563758389261745,14.2,"bare",0,0.16,0,233.37,1.15
"142",0.00567785234899329,14.2,"bare",0,0.16,0,233.33,1.15
"143",0.00571812080536913,14.2,"bare",0,0.16,0,233.28,1.15
"144",0.00575838926174497,14.2,"bare",0,0.16,0,233.23,1.15
"145",0.00579865771812081,14.2,"bare",0,0.16,0,233.19,1.15
"146",0.00583892617449664,14.2,"bare",0,0.16,0,233.14,1.15
"147",0.00587919463087248,14.2,"bare",0,0.16,0,233.1,1.15
"148",0.00591946308724832,14.2,"bare",0,0.16,0,233.05,1.15
"149",0.00595973154362416,14.2,"bare",0,0.16,0,233.01,1.15
"150",0.006,14.2,"bare",0,0.16,0,232.96,1.15
"151",0,27.5275167785235,"seagrass",1005.19,0.87,8.37,13716.81,0
"152",4.02684563758389e-05,27.5275167785235,"seagrass",975.14,0.86,8.35,13684.3,0.01
"153",8.05369127516779e-05,27.5275167785235,"seagrass",946.72,0.86,8.34,13651.88,0.01
"154",0.000120805369127517,27.5275167785235,"seagrass",919.81,0.86,8.32,13619.55,0.01
"155",0.000161073825503356,27.5275167785235,"seagrass",894.3,0.86,8.3,13587.3,0.01
"156",0.000201342281879195,27.5275167785235,"seagrass",870.07,0.85,8.29,13555.14,0.01
"157",0.000241610738255034,27.5275167785235,"seagrass",847.04,0.85,8.27,13523.06,0.01
"158",0.000281879194630873,27.5275167785235,"seagrass",825.11,0.85,8.25,13491.07,0.01
"159",0.000322147651006711,27.5275167785235,"seagrass",804.21,0.85,8.24,13459.15,0.01
"160",0.00036241610738255,27.5275167785235,"seagrass",784.27,0.84,8.22,13427.31,0.01
"161",0.000402684563758389,27.5275167785235,"seagrass",765.22,0.84,8.2,13395.56,0.01
"162",0.000442953020134228,27.5275167785235,"seagrass",747.01,0.84,8.19,13363.88,0.01
"163",0.000483221476510067,27.5275167785235,"seagrass",729.58,0.84,8.17,13332.27,0.01
"164",0.000523489932885906,27.5275167785235,"seagrass",712.88,0.83,8.15,13300.74,0.01
"165",0.000563758389261745,27.5275167785235,"seagrass",696.87,0.83,8.14,13269.28,0.01
"166",0.000604026845637584,27.5275167785235,"seagrass",681.51,0.83,8.12,13237.89,0.01
"167",0.000644295302013423,27.5275167785235,"seagrass",666.75,0.82,8.1,13206.57,0.01
"168",0.000684563758389262,27.5275167785235,"seagrass",652.57,0.82,8.09,13175.32,0.01
"169",0.000724832214765101,27.5275167785235,"seagrass",638.92,0.82,8.07,13144.13,0.01
"170",0.00076510067114094,27.5275167785235,"seagrass",625.78,0.82,8.05,13113,0.01
"171",0.000805369127516779,27.5275167785235,"seagrass",613.13,0.81,8.04,13081.94,0.01
"172",0.000845637583892618,27.5275167785235,"seagrass",600.93,0.81,8.02,13050.93,0.01
"173",0.000885906040268456,27.5275167785235,"seagrass",589.16,0.81,8.01,13019.99,0.01
"174",0.000926174496644295,27.5275167785235,"seagrass",577.81,0.81,7.99,12989.09,0.01
"175",0.000966442953020134,27.5275167785235,"seagrass",566.83,0.8,7.97,12958.25,0.01
"176",0.00100671140939597,27.5275167785235,"seagrass",556.23,0.8,7.96,12927.46,0.01
"177",0.00104697986577181,27.5275167785235,"seagrass",545.98,0.8,7.94,12896.71,0.01
"178",0.00108724832214765,27.5275167785235,"seagrass",536.06,0.8,7.92,12866.01,0.01
"179",0.00112751677852349,27.5275167785235,"seagrass",526.45,0.79,7.91,12835.35,0.01
"180",0.00116778523489933,27.5275167785235,"seagrass",517.15,0.79,7.89,12804.73,0.01
"181",0.00120805369127517,27.5275167785235,"seagrass",508.14,0.79,7.88,12774.14,0.01
"182",0.00124832214765101,27.5275167785235,"seagrass",499.4,0.79,7.86,12743.58,0.01
"183",0.00128859060402685,27.5275167785235,"seagrass",490.92,0.78,7.84,12713.05,0.01
"184",0.00132885906040268,27.5275167785235,"seagrass",482.69,0.78,7.83,12682.55,0.01
"185",0.00136912751677852,27.5275167785235,"seagrass",474.7,0.78,7.81,12652.06,0.01
"186",0.00140939597315436,27.5275167785235,"seagrass",466.94,0.78,7.79,12621.6,0.01
"187",0.0014496644295302,27.5275167785235,"seagrass",459.4,0.78,7.78,12591.14,0.02
"188",0.00148993288590604,27.5275167785235,"seagrass",452.07,0.77,7.76,12560.69,0.02
"189",0.00153020134228188,27.5275167785235,"seagrass",444.93,0.77,7.75,12530.25,0.02
"190",0.00157046979865772,27.5275167785235,"seagrass",437.99,0.77,7.73,12499.8,0.02
"191",0.00161073825503356,27.5275167785235,"seagrass",431.24,0.77,7.71,12469.34,0.02
"192",0.0016510067114094,27.5275167785235,"seagrass",424.66,0.76,7.7,12438.87,0.02
"193",0.00169127516778524,27.5275167785235,"bistable",418.25,0.76,7.68,12408.38,0.02
"194",0.00173154362416107,27.5275167785235,"bistable",412,0.76,7.66,12377.86,0.02
"195",0.00177181208053691,27.5275167785235,"bistable",405.91,0.76,7.65,12347.31,0.02
"196",0.00181208053691275,27.5275167785235,"bistable",399.98,0.75,7.63,12316.71,0.02
"197",0.00185234899328859,27.5275167785235,"bistable",394.18,0.75,7.61,12286.07,0.02
"198",0.00189261744966443,27.5275167785235,"bistable",388.52,0.75,7.6,12255.37,0.02
"199",0.00193288590604027,27.5275167785235,"bistable",383,0.75,7.58,12224.61,0.02
"200",0.00197315436241611,27.5275167785235,"bistable",377.61,0.74,7.56,12193.77,0.02
"201",0.00201342281879195,27.5275167785235,"bistable",372.33,0.74,7.55,12162.85,0.02
"202",0.00205369127516779,27.5275167785235,"bistable",367.18,0.74,7.53,12131.83,0.02
"203",0.00209395973154362,27.5275167785235,"bistable",362.14,0.74,7.51,12100.7,0.02
"204",0.00213422818791946,27.5275167785235,"bistable",357.21,0.74,7.5,12069.45,0.02
"205",0.0021744966442953,27.5275167785235,"bistable",352.39,0.73,7.48,12038.06,0.03
"206",0.00221476510067114,27.5275167785235,"bistable",347.67,0.73,7.46,12006.53,0.03
"207",0.00225503355704698,27.5275167785235,"bistable",343.05,0.73,7.45,11974.83,0.03
"208",0.00229530201342282,27.5275167785235,"bistable",338.52,0.73,7.43,11942.94,0.03
"209",0.00233557046979866,27.5275167785235,"bistable",334.08,0.72,7.41,11910.86,0.03
"210",0.0023758389261745,27.5275167785235,"bistable",329.73,0.72,7.39,11878.56,0.03
"211",0.00241610738255034,27.5275167785235,"bistable",325.46,0.72,7.37,11846.01,0.03
"212",0.00245637583892617,27.5275167785235,"bistable",321.28,0.72,7.36,11813.19,0.03
"213",0.00249664429530201,27.5275167785235,"bistable",317.17,0.72,7.34,11780.08,0.03
"214",0.00253691275167785,27.5275167785235,"bistable",313.13,0.71,7.32,11746.65,0.03
"215",0.00257718120805369,27.5275167785235,"bistable",309.16,0.71,7.3,11712.86,0.04
"216",0.00261744966442953,27.5275167785235,"bistable",305.27,0.71,7.28,11678.69,0.04
"217",0.00265771812080537,27.5275167785235,"bistable",301.43,0.71,7.26,11644.08,0.04
"218",0.00269798657718121,27.5275167785235,"bistable",297.66,0.7,7.24,11609.01,0.04
"219",0.00273825503355705,27.5275167785235,"bistable",293.94,0.7,7.22,11573.42,0.04
"220",0.00277852348993289,27.5275167785235,"bistable",290.28,0.7,7.2,11537.25,0.04
"221",0.00281879194630873,27.5275167785235,"bistable",286.68,0.7,7.18,11500.46,0.04
"222",0.00285906040268456,27.5275167785235,"bistable",283.12,0.7,7.16,11462.97,0.05
"223",0.0028993288590604,27.5275167785235,"bistable",279.6,0.69,7.14,11424.71,0.05
"224",0.00293959731543624,27.5275167785235,"bistable",276.13,0.69,7.11,11385.6,0.05
"225",0.00297986577181208,27.5275167785235,"bistable",272.69,0.69,7.09,11345.54,0.05
"226",0.00302013422818792,27.5275167785235,"bistable",269.29,0.69,7.07,11304.43,0.05
"227",0.00306040268456376,27.5275167785235,"bistable",265.92,0.68,7.04,11262.13,0.06
"228",0.0031006711409396,27.5275167785235,"bistable",262.58,0.68,7.02,11218.51,0.06
"229",0.00314093959731544,27.5275167785235,"bistable",259.25,0.68,6.99,11173.4,0.06
"230",0.00318120805369128,27.5275167785235,"bistable",255.94,0.68,6.96,11126.61,0.06
"231",0.00322147651006711,27.5275167785235,"bistable",252.64,0.67,6.93,11077.92,0.07
"232",0.00326174496644295,27.5275167785235,"bistable",249.34,0.67,6.9,11027.05,0.07
"233",0.00330201342281879,27.5275167785235,"bistable",246.04,0.67,6.87,10973.71,0.08
"234",0.00334228187919463,27.5275167785235,"bistable",242.72,0.67,6.84,10917.5,0.08
"235",0.00338255033557047,27.5275167785235,"bistable",239.37,0.66,6.8,10857.97,0.08
"236",0.00342281879194631,27.5275167785235,"bistable",235.99,0.66,6.76,10794.55,0.09
"237",0.00346308724832215,27.5275167785235,"bistable",232.55,0.66,6.72,10726.56,0.09
"238",0.00350335570469799,27.5275167785235,"bistable",229.04,0.66,6.67,10653.12,0.1
"239",0.00354362416107383,27.5275167785235,"bistable",225.43,0.65,6.62,10573.09,0.11
"240",0.00358389261744966,27.5275167785235,"bistable",221.69,0.65,6.57,10485.01,0.12
"241",0.0036241610738255,27.5275167785235,"bistable",217.77,0.65,6.51,10386.92,0.13
"242",0.00366442953020134,27.5275167785235,"bistable",213.63,0.64,6.44,10276.11,0.14
"243",0.00370469798657718,27.5275167785235,"bistable",209.17,0.64,6.36,10148.68,0.15
"244",0.00374496644295302,27.5275167785235,"bistable",204.28,0.63,6.26,9998.79,0.16
"245",0.00378523489932886,27.5275167785235,"bistable",198.74,0.63,6.14,9817,0.18
"246",0.0038255033557047,27.5275167785235,"bistable",192.21,0.62,5.99,9586.44,0.21
"247",0.00386577181208054,27.5275167785235,"bistable",183.92,0.61,5.79,9271.18,0.24
"248",0.00390604026845638,27.5275167785235,"bistable",171.48,0.6,5.46,8759.35,0.3
"249",0.00394630872483222,27.5275167785235,"bare",0,0.16,0,235.32,1.15
"250",0.00398657718120805,27.5275167785235,"bare",0,0.16,0,235.27,1.15
"251",0.00402684563758389,27.5275167785235,"bare",0,0.16,0,235.23,1.15
"252",0.00406711409395973,27.5275167785235,"bare",0,0.16,0,235.18,1.15
"253",0.00410738255033557,27.5275167785235,"bare",0,0.16,0,235.13,1.15
"254",0.00414765100671141,27.5275167785235,"bare",0,0.16,0,235.09,1.15
"255",0.00418791946308725,27.5275167785235,"bare",0,0.16,0,235.04,1.15
"256",0.00422818791946309,27.5275167785235,"bare",0,0.16,0,234.99,1.15
"257",0.00426845637583893,27.5275167785235,"bare",0,0.16,0,234.95,1.15
"258",0.00430872483221477,27.5275167785235,"bare",0,0.16,0,234.9,1.15
"259",0.0043489932885906,27.5275167785235,"bare",0,0.16,0,234.85,1.15
"260",0.00438926174496644,27.5275167785235,"bare",0,0.16,0,234.81,1.15
"261",0.00442953020134228,27.5275167785235,"bare",0,0.16,0,234.76,1.15
"262",0.00446979865771812,27.5275167785235,"bare",0,0.16,0,234.71,1.15
"263",0.00451006711409396,27.5275167785235,"bare",0,0.16,0,234.67,1.15
"264",0.0045503355704698,27.5275167785235,"bare",0,0.16,0,234.62,1.15
"265",0.00459060402684564,27.5275167785235,"bare",0,0.16,0,234.57,1.15
"266",0.00463087248322148,27.5275167785235,"bare",0,0.16,0,234.53,1.15
"267",0.00467114093959732,27.5275167785235,"bare",0,0.16,0,234.48,1.15
"268",0.00471140939597316,27.5275167785235,"bare",0,0.16,0,234.43,1.15
"269",0.00475167785234899,27.5275167785235,"bare",0,0.16,0,234.39,1.15
"270",0.00479194630872483,27.5275167785235,"bare",0,0.16,0,234.34,1.15
"271",0.00483221476510067,27.5275167785235,"bare",0,0.16,0,234.3,1.15
"272",0.00487248322147651,27.5275167785235,"bare",0,0.16,0,234.25,1.15
"273",0.00491275167785235,27.5275167785235,"bare",0,0.16,0,234.2,1.15
"274",0.00495302013422819,27.5275167785235,"bare",0,0.16,0,234.16,1.15
"275",0.00499328859060403,27.5275167785235,"bare",0,0.16,0,234.11,1.15
"276",0.00503355704697987,27.5275167785235,"bare",0,0.16,0,234.06,1.15
"277",0.0050738255033557,27.5275167785235,"bare",0,0.16,0,234.02,1.15
"278",0.00511409395973154,27.5275167785235,"bare",0,0.16,0,233.97,1.15
"279",0.00515436241610738,27.5275167785235,"bare",0,0.16,0,233.93,1.15
"280",0.00519463087248322,27.5275167785235,"bare",0,0.16,0,233.88,1.15
"281",0.00523489932885906,27.5275167785235,"bare",0,0.16,0,233.83,1.15
"282",0.0052751677852349,27.5275167785235,"bare",0,0.16,0,233.79,1.15
"283",0.00531543624161074,27.5275167785235,"bare",0,0.16,0,233.74,1.15
"284",0.00535570469798658,27.5275167785235,"bare",0,0.16,0,233.69,1.15
"285",0.00539597315436242,27.5275167785235,"bare",0,0.16,0,233.65,1.15
"286",0.00543624161073826,27.5275167785235,"bare",0,0.16,0,233.6,1.15
"287",0.00547651006711409,27.5275167785235,"bare",0,0.16,0,233.56,1.15
"288",0.00551677852348993,27.5275167785235,"bare",0,0.16,0,233.51,1.15
"289",0.00555704697986577,27.5275167785235,"bare",0,0.16,0,233.46,1.15
"290",0.00559731543624161,27.5275167785235,"bare",0,0.16,0,233.42,1.15
"291",0.00563758389261745,27.5275167785235,"bare",0,0.16,0,233.37,1.15
"292",0.00567785234899329,27.5275167785235,"bare",0,0.16,0,233.33,1.15
"293",0.00571812080536913,27.5275167785235,"bare",0,0.16,0,233.28,1.15
"294",0.00575838926174497,27.5275167785235,"bare",0,0.16,0,233.23,1.15
"295",0.00579865771812081,27.5275167785235,"bare",0,0.16,0,233.19,1.15
"296",0.00583892617449664,27.5275167785235,"bare",0,0.16,0,233.14,1.15
"297",0.00587919463087248,27.5275167785235,"bare",0,0.16,0,233.1,1.15
"298",0.00591946308724832,27.5275167785235,"bare",0,0.16,0,233.05,1.15
"299",0.00595973154362416,27.5275167785235,"bare",0,0.16,0,233.01,1.15
"300",0.006,27.5275167785235,"bare",0,0.16,0,232.96,1.15
"301",0,40.855033557047,"seagrass",946.26,0.82,8.09,13216,0.01
"302",4.02684563758389e-05,40.855033557047,"seagrass",917.11,0.82,8.06,13171.55,0.01
"303",8.05369127516779e-05,40.855033557047,"seagrass",889.56,0.81,8.04,13127.32,0.01
"304",0.000120805369127517,40.855033557047,"seagrass",863.48,0.81,8.02,13083.31,0.01
"305",0.000161073825503356,40.855033557047,"seagrass",838.75,0.8,7.99,13039.52,0.01
"306",0.000201342281879195,40.855033557047,"seagrass",815.29,0.8,7.97,12995.94,0.01
"307",0.000241610738255034,40.855033557047,"seagrass",792.98,0.8,7.95,12952.57,0.01
"308",0.000281879194630873,40.855033557047,"seagrass",771.76,0.79,7.92,12909.41,0.01
"309",0.000322147651006711,40.855033557047,"seagrass",751.53,0.79,7.9,12866.47,0.01
"310",0.00036241610738255,40.855033557047,"seagrass",732.24,0.79,7.88,12823.72,0.01
"311",0.000402684563758389,40.855033557047,"seagrass",713.83,0.78,7.85,12781.18,0.01
"312",0.000442953020134228,40.855033557047,"seagrass",696.22,0.78,7.83,12738.85,0.01
"313",0.000483221476510067,40.855033557047,"seagrass",679.38,0.77,7.81,12696.71,0.01
"314",0.000523489932885906,40.855033557047,"seagrass",663.25,0.77,7.79,12654.76,0.01
"315",0.000563758389261745,40.855033557047,"seagrass",647.8,0.77,7.76,12613.02,0.01
"316",0.000604026845637584,40.855033557047,"seagrass",632.97,0.76,7.74,12571.46,0.01
"317",0.000644295302013423,40.855033557047,"seagrass",618.73,0.76,7.72,12530.09,0.01
"318",0.000684563758389262,40.855033557047,"seagrass",605.05,0.76,7.7,12488.91,0.01
"319",0.000724832214765101,40.855033557047,"seagrass",591.9,0.75,7.67,12447.91,0.01
"320",0.00076510067114094,40.855033557047,"seagrass",579.24,0.75,7.65,12407.1,0.01
"321",0.000805369127516779,40.855033557047,"seagrass",567.06,0.75,7.63,12366.46,0.01
"322",0.000845637583892618,40.855033557047,"seagrass",555.31,0.74,7.61,12325.99,0.01
"323",0.000885906040268456,40.855033557047,"seagrass",543.99,0.74,7.59,12285.69,0.01
"324",0.000926174496644295,40.855033557047,"seagrass",533.06,0.74,7.56,12245.56,0.01
"325",0.000966442953020134,40.855033557047,"seagrass",522.51,0.73,7.54,12205.59,0.01
"326",0.00100671140939597,40.855033557047,"seagrass",512.32,0.73,7.52,12165.79,0.01
"327",0.00104697986577181,40.855033557047,"seagrass",502.47,0.73,7.5,12126.13,0.01
"328",0.00108724832214765,40.855033557047,"seagrass",492.94,0.72,7.48,12086.63,0.01
