"","ma","nr","stability","S","CA","CS","CB","N"
"172",0.000845637583892618,0.0155704697986577,"seagrass",256.59,0.72,2.37,4504.38,0.01
"173",0.000885906040268456,0.0155704697986577,"seagrass",247.01,0.71,2.29,4379.45,0.01
"174",0.000926174496644295,0.0155704697986577,"seagrass",238.07,0.7,2.22,4262.19,0.01
"175",0.000966442953020134,0.0155704697986577,"seagrass",229.7,0.7,2.15,4151.89,0.01
"176",0.00100671140939597,0.0155704697986577,"seagrass",221.85,0.69,2.09,4047.93,0.01
"177",0.00104697986577181,0.0155704697986577,"seagrass",214.47,0.68,2.03,3949.75,0.01
"178",0.00108724832214765,0.0155704697986577,"seagrass",207.53,0.68,1.97,3856.86,0.01
"179",0.00112751677852349,0.0155704697986577,"seagrass",200.99,0.67,1.92,3768.84,0.01
"180",0.00116778523489933,0.0155704697986577,"seagrass",194.81,0.67,1.86,3685.29,0.01
"181",0.00120805369127517,0.0155704697986577,"seagrass",188.97,0.66,1.82,3605.87,0.01
"182",0.00124832214765101,0.0155704697986577,"seagrass",183.43,0.66,1.77,3530.26,0.02
"183",0.00128859060402685,0.0155704697986577,"seagrass",178.19,0.65,1.73,3458.18,0.02
"184",0.00132885906040268,0.0155704697986577,"seagrass",173.2,0.64,1.69,3389.38,0.02
"185",0.00136912751677852,0.0155704697986577,"seagrass",168.47,0.64,1.65,3323.63,0.02
"186",0.00140939597315436,0.0155704697986577,"seagrass",163.96,0.63,1.61,3260.72,0.02
"187",0.0014496644295302,0.0155704697986577,"seagrass",159.66,0.63,1.58,3200.45,0.02
"188",0.00148993288590604,0.0155704697986577,"seagrass",155.56,0.62,1.54,3142.66,0.02
"189",0.00153020134228188,0.0155704697986577,"seagrass",151.64,0.62,1.51,3087.19,0.02
"190",0.00157046979865772,0.0155704697986577,"seagrass",147.9,0.61,1.48,3033.88,0.02
"191",0.00161073825503356,0.0155704697986577,"seagrass",144.32,0.61,1.45,2982.61,0.02
"192",0.0016510067114094,0.0155704697986577,"seagrass",140.89,0.6,1.42,2933.25,0.02
"193",0.00169127516778524,0.0155704697986577,"seagrass",137.6,0.6,1.39,2885.69,0.02
"194",0.00173154362416107,0.0155704697986577,"bistable",134.45,0.59,1.37,2839.82,0.02
"195",0.00177181208053691,0.0155704697986577,"bistable",131.42,0.59,1.34,2795.55,0.02
"196",0.00181208053691275,0.0155704697986577,"bistable",128.5,0.58,1.32,2752.78,0.02
"197",0.00185234899328859,0.0155704697986577,"bistable",125.7,0.58,1.29,2711.43,0.02
"198",0.00189261744966443,0.0155704697986577,"bistable",123.01,0.58,1.27,2671.42,0.03
"199",0.00193288590604027,0.0155704697986577,"bistable",120.41,0.57,1.25,2632.68,0.03
"200",0.00197315436241611,0.0155704697986577,"bistable",117.9,0.57,1.23,2595.14,0.03
"201",0.00201342281879195,0.0155704697986577,"bistable",115.48,0.56,1.21,2558.73,0.03
"202",0.00205369127516779,0.0155704697986577,"bistable",113.15,0.56,1.19,2523.4,0.03
"203",0.00209395973154362,0.0155704697986577,"bistable",110.89,0.55,1.17,2489.09,0.03
"204",0.00213422818791946,0.0155704697986577,"bistable",108.71,0.55,1.15,2455.74,0.03
"205",0.0021744966442953,0.0155704697986577,"bistable",106.59,0.55,1.13,2423.3,0.03
"206",0.00221476510067114,0.0155704697986577,"bistable",104.55,0.54,1.11,2391.73,0.03
"207",0.00225503355704698,0.0155704697986577,"bistable",102.56,0.54,1.1,2360.97,0.04
"208",0.00229530201342282,0.0155704697986577,"bistable",100.64,0.53,1.08,2330.99,0.04
"209",0.00233557046979866,0.0155704697986577,"bistable",98.77,0.53,1.06,2301.73,0.04
"210",0.0023758389261745,0.0155704697986577,"bistable",96.95,0.53,1.05,2273.17,0.04
"211",0.00241610738255034,0.0155704697986577,"bistable",95.19,0.52,1.03,2245.25,0.04
"212",0.00245637583892617,0.0155704697986577,"bistable",93.47,0.52,1.02,2217.95,0.04
"213",0.00249664429530201,0.0155704697986577,"bistable",91.79,0.52,1,2191.22,0.05
"214",0.00253691275167785,0.0155704697986577,"bistable",90.15,0.51,0.99,2165.01,0.05
"215",0.00257718120805369,0.0155704697986577,"bistable",88.56,0.51,0.97,2139.3,0.05
"216",0.00261744966442953,0.0155704697986577,"bistable",87,0.51,0.96,2114.05,0.05
"217",0.00265771812080537,0.0155704697986577,"bistable",85.47,0.5,0.95,2089.21,0.05
"218",0.00269798657718121,0.0155704697986577,"bistable",83.97,0.5,0.93,2064.75,0.06
"219",0.00273825503355705,0.0155704697986577,"bistable",82.5,0.49,0.92,2040.61,0.06
"220",0.00277852348993289,0.0155704697986577,"bistable",81.05,0.49,0.91,2016.75,0.06
"221",0.00281879194630873,0.0155704697986577,"bistable",79.62,0.49,0.9,1993.13,0.07
"222",0.00285906040268456,0.0155704697986577,"bistable",78.21,0.48,0.88,1969.67,0.07
"223",0.0028993288590604,0.0155704697986577,"bistable",76.81,0.48,0.87,1946.33,0.07
"224",0.00293959731543624,0.0155704697986577,"bistable",75.43,0.48,0.86,1923.02,0.08
"225",0.00297986577181208,0.0155704697986577,"bistable",74.04,0.47,0.85,1899.65,0.08
"226",0.00302013422818792,0.0155704697986577,"bistable",72.65,0.47,0.83,1876.13,0.09
"227",0.00306040268456376,0.0155704697986577,"bistable",71.25,0.47,0.82,1852.3,0.1
"228",0.0031006711409396,0.0155704697986577,"bistable",69.83,0.46,0.81,1828,0.1
"229",0.00314093959731544,0.0155704697986577,"bistable",68.38,0.46,0.8,1803.01,0.11
"230",0.00318120805369128,0.0155704697986577,"bistable",66.88,0.45,0.78,1777,0.12
"231",0.00322147651006711,0.0155704697986577,"bistable",65.29,0.45,0.77,1749.51,0.13
"232",0.00326174496644295,0.0155704697986577,"bistable",63.6,0.44,0.75,1719.82,0.15
"233",0.00330201342281879,0.0155704697986577,"bistable",61.72,0.44,0.74,1686.72,0.16
"234",0.00334228187919463,0.0155704697986577,"bistable",59.52,0.43,0.71,1647.81,0.19
"235",0.00338255033557047,0.0155704697986577,"bistable",56.69,0.42,0.69,1597.02,0.22
"236",0.00342281879194631,0.0155704697986577,"bistable",51.17,0.41,0.64,1496.18,0.3
"237",0.00346308724832215,0.0155704697986577,"bare",0,0.16,0,235.88,1.15
"238",0.00350335570469799,0.0155704697986577,"bare",0,0.16,0,235.83,1.15
"239",0.00354362416107383,0.0155704697986577,"bare",0,0.16,0,235.79,1.15
"240",0.00358389261744966,0.0155704697986577,"bare",0,0.16,0,235.74,1.15
"241",0.0036241610738255,0.0155704697986577,"bare",0,0.16,0,235.69,1.15
"242",0.00366442953020134,0.0155704697986577,"bare",0,0.16,0,235.65,1.15
"243",0.00370469798657718,0.0155704697986577,"bare",0,0.16,0,235.6,1.15
"244",0.00374496644295302,0.0155704697986577,"bare",0,0.16,0,235.55,1.15
"245",0.00378523489932886,0.0155704697986577,"bare",0,0.16,0,235.51,1.15
"246",0.0038255033557047,0.0155704697986577,"bare",0,0.16,0,235.46,1.15
"247",0.00386577181208054,0.0155704697986577,"bare",0,0.16,0,235.41,1.15
"248",0.00390604026845638,0.0155704697986577,"bare",0,0.16,0,235.37,1.15
"249",0.00394630872483222,0.0155704697986577,"bare",0,0.16,0,235.32,1.15
"250",0.00398657718120805,0.0155704697986577,"bare",0,0.16,0,235.27,1.15
"251",0.00402684563758389,0.0155704697986577,"bare",0,0.16,0,235.23,1.15
"252",0.00406711409395973,0.0155704697986577,"bare",0,0.16,0,235.18,1.15
"253",0.00410738255033557,0.0155704697986577,"bare",0,0.16,0,235.13,1.15
"254",0.00414765100671141,0.0155704697986577,"bare",0,0.16,0,235.09,1.15
"255",0.00418791946308725,0.0155704697986577,"bare",0,0.16,0,235.04,1.15
"256",0.00422818791946309,0.0155704697986577,"bare",0,0.16,0,234.99,1.15
"257",0.00426845637583893,0.0155704697986577,"bare",0,0.16,0,234.95,1.15
"258",0.00430872483221477,0.0155704697986577,"bare",0,0.16,0,234.9,1.15
"259",0.0043489932885906,0.0155704697986577,"bare",0,0.16,0,234.85,1.15
"260",0.00438926174496644,0.0155704697986577,"bare",0,0.16,0,234.81,1.15
"261",0.00442953020134228,0.0155704697986577,"bare",0,0.16,0,234.76,1.15
"262",0.00446979865771812,0.0155704697986577,"bare",0,0.16,0,234.71,1.15
"263",0.00451006711409396,0.0155704697986577,"bare",0,0.16,0,234.67,1.15
"264",0.0045503355704698,0.0155704697986577,"bare",0,0.16,0,234.62,1.15
"265",0.00459060402684564,0.0155704697986577,"bare",0,0.16,0,234.57,1.15
"266",0.00463087248322148,0.0155704697986577,"bare",0,0.16,0,234.53,1.15
"267",0.00467114093959732,0.0155704697986577,"bare",0,0.16,0,234.48,1.15
"268",0.00471140939597316,0.0155704697986577,"bare",0,0.16,0,234.43,1.15
"269",0.00475167785234899,0.0155704697986577,"bare",0,0.16,0,234.39,1.15
"270",0.00479194630872483,0.0155704697986577,"bare",0,0.16,0,234.34,1.15
"271",0.00483221476510067,0.0155704697986577,"bare",0,0.16,0,234.3,1.15
"272",0.00487248322147651,0.0155704697986577,"bare",0,0.16,0,234.25,1.15
"273",0.00491275167785235,0.0155704697986577,"bare",0,0.16,0,234.2,1.15
"274",0.00495302013422819,0.0155704697986577,"bare",0,0.16,0,234.16,1.15
"275",0.00499328859060403,0.0155704697986577,"bare",0,0.16,0,234.11,1.15
"276",0.00503355704697987,0.0155704697986577,"bare",0,0.16,0,234.06,1.15
"277",0.0050738255033557,0.0155704697986577,"bare",0,0.16,0,234.02,1.15
"278",0.00511409395973154,0.0155704697986577,"bare",0,0.16,0,233.97,1.15
"279",0.00515436241610738,0.0155704697986577,"bare",0,0.16,0,233.93,1.15
"280",0.00519463087248322,0.0155704697986577,"bare",0,0.16,0,233.88,1.15
"281",0.00523489932885906,0.0155704697986577,"bare",0,0.16,0,233.83,1.15
"282",0.0052751677852349,0.0155704697986577,"bare",0,0.16,0,233.79,1.15
"283",0.00531543624161074,0.0155704697986577,"bare",0,0.16,0,233.74,1.15
"284",0.00535570469798658,0.0155704697986577,"bare",0,0.16,0,233.69,1.15
"285",0.00539597315436242,0.0155704697986577,"bare",0,0.16,0,233.65,1.15
"286",0.00543624161073826,0.0155704697986577,"bare",0,0.16,0,233.6,1.15
"287",0.00547651006711409,0.0155704697986577,"bare",0,0.16,0,233.56,1.15
"288",0.00551677852348993,0.0155704697986577,"bare",0,0.16,0,233.51,1.15
"289",0.00555704697986577,0.0155704697986577,"bare",0,0.16,0,233.46,1.15
"290",0.00559731543624161,0.0155704697986577,"bare",0,0.16,0,233.42,1.15
"291",0.00563758389261745,0.0155704697986577,"bare",0,0.16,0,233.37,1.15
"292",0.00567785234899329,0.0155704697986577,"bare",0,0.16,0,233.33,1.15
"293",0.00571812080536913,0.0155704697986577,"bare",0,0.16,0,233.28,1.15
"294",0.00575838926174497,0.0155704697986577,"bare",0,0.16,0,233.23,1.15
"295",0.00579865771812081,0.0155704697986577,"bare",0,0.16,0,233.19,1.15
"296",0.00583892617449664,0.0155704697986577,"bare",0,0.16,0,233.14,1.15
"297",0.00587919463087248,0.0155704697986577,"bare",0,0.16,0,233.1,1.15
"298",0.00591946308724832,0.0155704697986577,"bare",0,0.16,0,233.05,1.15
"299",0.00595973154362416,0.0155704697986577,"bare",0,0.16,0,233.01,1.15
"300",0.006,0.0155704697986577,"bare",0,0.16,0,232.96,1.15
"301",0,0.0161409395973154,"seagrass",1026.54,0.89,8.47,13895.68,0.01
"302",4.02684563758389e-05,0.0161409395973154,"seagrass",907.81,0.88,7.54,12476.7,0.01
"303",8.05369127516779e-05,0.0161409395973154,"seagrass",812.86,0.87,6.8,11338.83,0.01
"304",0.000120805369127517,0.0161409395973154,"seagrass",735.21,0.86,6.18,10405.6,0.01
"305",0.000161073825503356,0.0161409395973154,"seagrass",670.54,0.85,5.67,9625.98,0.01
"306",0.000201342281879195,0.0161409395973154,"seagrass",615.86,0.84,5.24,8964.61,0.01
"307",0.000241610738255034,0.0161409395973154,"seagrass",569.03,0.83,4.87,8396.22,0.01
"308",0.000281879194630873,0.0161409395973154,"seagrass",528.48,0.82,4.55,7902.29,0.01
"309",0.000322147651006711,0.0161409395973154,"seagrass",493.04,0.82,4.27,7468.89,0.01
"310",0.00036241610738255,0.0161409395973154,"seagrass",461.8,0.81,4.02,7085.39,0.01
"311",0.000402684563758389,0.0161409395973154,"seagrass",434.07,0.8,3.8,6743.51,0.01
"312",0.000442953020134228,0.0161409395973154,"seagrass",409.28,0.79,3.6,6436.71,0.01
"313",0.000483221476510067,0.0161409395973154,"seagrass",387.01,0.78,3.42,6159.75,0.01
"314",0.000523489932885906,0.0161409395973154,"seagrass",366.88,0.78,3.26,5908.4,0.01
"315",0.000563758389261745,0.0161409395973154,"seagrass",348.61,0.77,3.11,5679.18,0.01
"316",0.000604026845637584,0.0161409395973154,"seagrass",331.95,0.76,2.98,5469.24,0.01
"317",0.000644295302013423,0.0161409395973154,"seagrass",316.7,0.75,2.85,5276.17,0.01
"318",0.000684563758389262,0.0161409395973154,"seagrass",302.7,0.75,2.74,5097.98,0.01
"319",0.000724832214765101,0.0161409395973154,"seagrass",289.79,0.74,2.64,4932.96,0.01
"320",0.00076510067114094,0.0161409395973154,"seagrass",277.86,0.73,2.54,4779.66,0.01
"321",0.000805369127516779,0.0161409395973154,"seagrass",266.8,0.72,2.45,4636.84,0.01
"322",0.000845637583892618,0.0161409395973154,"seagrass",256.52,0.72,2.37,4503.42,0.01
"323",0.000885906040268456,0.0161409395973154,"seagrass",246.94,0.71,2.29,4378.49,0.01
"324",0.000926174496644295,0.0161409395973154,"seagrass",238,0.7,2.22,4261.22,0.01
"325",0.000966442953020134,0.0161409395973154,"seagrass",229.62,0.7,2.15,4150.92,0.01
"326",0.00100671140939597,0.0161409395973154,"seagrass",221.77,0.69,2.09,4046.94,0.01
"327",0.00104697986577181,0.0161409395973154,"seagrass",214.4,0.68,2.03,3948.75,0.01
