"","temp","sh","stability","S","CA","CS","CB","N"
"230",303.780872483221,47.661744966443,"seagrass",170.47,0.44,3.96,4427.36,0.5
"231",303.843288590604,47.661744966443,"seagrass",84.15,0.33,1.92,2244.39,0.84
"232",303.905704697987,47.661744966443,"bare",0,0.15,0,147.27,1.15
"233",303.968120805369,47.661744966443,"bare",0,0.15,0,146.37,1.15
"234",304.030536912752,47.661744966443,"bare",0,0.15,0,145.48,1.15
"235",304.092953020134,47.661744966443,"bare",0,0.15,0,144.59,1.15
"236",304.155369127517,47.661744966443,"bare",0,0.15,0,143.71,1.15
"237",304.217785234899,47.661744966443,"bare",0,0.15,0,142.83,1.15
"238",304.280201342282,47.661744966443,"bare",0,0.15,0,141.96,1.15
"239",304.342617449664,47.661744966443,"bare",0,0.15,0,141.1,1.15
"240",304.405033557047,47.661744966443,"bare",0,0.15,0,140.24,1.15
"241",304.46744966443,47.661744966443,"bare",0,0.15,0,139.38,1.15
"242",304.529865771812,47.661744966443,"bare",0,0.15,0,138.53,1.15
"243",304.592281879195,47.661744966443,"bare",0,0.15,0,137.68,1.15
"244",304.654697986577,47.661744966443,"bare",0,0.15,0,136.84,1.15
"245",304.71711409396,47.661744966443,"bare",0,0.15,0,136,1.15
"246",304.779530201342,47.661744966443,"bare",0,0.15,0,135.17,1.15
"247",304.841946308725,47.661744966443,"bare",0,0.15,0,134.34,1.15
"248",304.904362416107,47.661744966443,"bare",0,0.15,0,133.52,1.15
"249",304.96677852349,47.661744966443,"bare",0,0.15,0,132.7,1.15
"250",305.029194630872,47.661744966443,"bare",0,0.15,0,131.89,1.15
"251",305.091610738255,47.661744966443,"bare",0,0.15,0,131.08,1.15
"252",305.154026845638,47.661744966443,"bare",0,0.14,0,130.28,1.15
"253",305.21644295302,47.661744966443,"bare",0,0.14,0,129.48,1.15
"254",305.278859060403,47.661744966443,"bare",0,0.14,0,128.68,1.15
"255",305.341275167785,47.661744966443,"bare",0,0.14,0,127.89,1.15
"256",305.403691275168,47.661744966443,"bare",0,0.14,0,127.11,1.15
"257",305.46610738255,47.661744966443,"bare",0,0.14,0,126.33,1.15
"258",305.528523489933,47.661744966443,"bare",0,0.14,0,125.55,1.15
"259",305.590939597315,47.661744966443,"bare",0,0.14,0,124.78,1.15
"260",305.653355704698,47.661744966443,"bare",0,0.14,0,124.01,1.15
"261",305.715771812081,47.661744966443,"bare",0,0.14,0,123.25,1.15
"262",305.778187919463,47.661744966443,"bare",0,0.14,0,122.49,1.15
"263",305.840604026846,47.661744966443,"bare",0,0.14,0,121.74,1.15
"264",305.903020134228,47.661744966443,"bare",0,0.14,0,120.99,1.15
"265",305.965436241611,47.661744966443,"bare",0,0.14,0,120.24,1.15
"266",306.027852348993,47.661744966443,"bare",0,0.14,0,119.5,1.15
"267",306.090268456376,47.661744966443,"bare",0,0.14,0,118.76,1.15
"268",306.152684563758,47.661744966443,"bare",0,0.14,0,118.03,1.15
"269",306.215100671141,47.661744966443,"bare",0,0.14,0,117.3,1.15
"270",306.277516778523,47.661744966443,"bare",0,0.14,0,116.58,1.15
"271",306.339932885906,47.661744966443,"bare",0,0.14,0,115.86,1.15
"272",306.402348993289,47.661744966443,"bare",0,0.14,0,115.14,1.15
"273",306.464765100671,47.661744966443,"bare",0,0.14,0,114.43,1.15
"274",306.527181208054,47.661744966443,"bare",0,0.14,0,113.72,1.15
"275",306.589597315436,47.661744966443,"bare",0,0.14,0,113.02,1.15
"276",306.652013422819,47.661744966443,"bare",0,0.14,0,112.32,1.15
"277",306.714429530201,47.661744966443,"bare",0,0.14,0,111.63,1.15
"278",306.776845637584,47.661744966443,"bare",0,0.14,0,110.94,1.15
"279",306.839261744966,47.661744966443,"bare",0,0.14,0,110.25,1.15
"280",306.901677852349,47.661744966443,"bare",0,0.14,0,109.57,1.15
"281",306.964093959732,47.661744966443,"bare",0,0.14,0,108.89,1.15
"282",307.026510067114,47.661744966443,"bare",0,0.14,0,108.21,1.15
"283",307.088926174497,47.661744966443,"bare",0,0.14,0,107.54,1.15
"284",307.151342281879,47.661744966443,"bare",0,0.14,0,106.87,1.15
"285",307.213758389262,47.661744966443,"bare",0,0.14,0,106.21,1.15
"286",307.276174496644,47.661744966443,"bare",0,0.14,0,105.55,1.15
"287",307.338590604027,47.661744966443,"bare",0,0.14,0,104.9,1.15
"288",307.401006711409,47.661744966443,"bare",0,0.14,0,104.24,1.15
"289",307.463422818792,47.661744966443,"bare",0,0.14,0,103.6,1.15
"290",307.525838926174,47.661744966443,"bare",0,0.14,0,102.95,1.15
"291",307.588255033557,47.661744966443,"bare",0,0.14,0,102.31,1.15
"292",307.65067114094,47.661744966443,"bare",0,0.14,0,101.67,1.15
"293",307.713087248322,47.661744966443,"bare",0,0.14,0,101.04,1.15
"294",307.775503355705,47.661744966443,"bare",0,0.14,0,100.41,1.15
"295",307.837919463087,47.661744966443,"bare",0,0.14,0,99.79,1.15
"296",307.90033557047,47.661744966443,"bare",0,0.14,0,99.17,1.15
"297",307.962751677852,47.661744966443,"bare",0,0.13,0,98.55,1.15
"298",308.025167785235,47.661744966443,"bare",0,0.13,0,97.93,1.15
"299",308.087583892617,47.661744966443,"bare",0,0.13,0,97.32,1.15
"300",308.15,47.661744966443,"bare",0,0.13,0,96.71,1.15
"301",298.85,81.1234899328859,"seagrass",244.71,0.46,5.65,9000.21,0.04
"302",298.912416107383,81.1234899328859,"seagrass",244.71,0.45,5.65,8955.65,0.04
"303",298.974832214765,81.1234899328859,"seagrass",244.71,0.45,5.65,8911.26,0.04
"304",299.037248322148,81.1234899328859,"seagrass",244.71,0.45,5.65,8867.05,0.04
"305",299.09966442953,81.1234899328859,"seagrass",244.71,0.45,5.65,8823.02,0.04
"306",299.162080536913,81.1234899328859,"seagrass",244.71,0.45,5.65,8779.17,0.04
"307",299.224496644295,81.1234899328859,"seagrass",244.7,0.45,5.65,8735.48,0.04
"308",299.286912751678,81.1234899328859,"seagrass",244.7,0.45,5.64,8691.97,0.04
"309",299.34932885906,81.1234899328859,"seagrass",244.69,0.45,5.64,8648.63,0.04
"310",299.411744966443,81.1234899328859,"seagrass",244.68,0.45,5.64,8605.46,0.04
"311",299.474161073826,81.1234899328859,"seagrass",244.66,0.45,5.64,8562.45,0.04
"312",299.536577181208,81.1234899328859,"seagrass",244.65,0.45,5.64,8519.61,0.04
"313",299.598993288591,81.1234899328859,"seagrass",244.63,0.45,5.64,8476.92,0.04
"314",299.661409395973,81.1234899328859,"seagrass",244.61,0.45,5.64,8434.4,0.04
"315",299.723825503356,81.1234899328859,"seagrass",244.59,0.45,5.64,8392.03,0.04
"316",299.786241610738,81.1234899328859,"seagrass",244.57,0.45,5.64,8349.82,0.04
"317",299.848657718121,81.1234899328859,"seagrass",244.54,0.45,5.64,8307.76,0.04
"318",299.911073825503,81.1234899328859,"seagrass",244.52,0.45,5.64,8265.85,0.04
"319",299.973489932886,81.1234899328859,"seagrass",244.49,0.45,5.64,8224.09,0.04
"320",300.035906040268,81.1234899328859,"seagrass",244.45,0.44,5.64,8182.47,0.04
"321",300.098322147651,81.1234899328859,"seagrass",244.42,0.44,5.64,8140.99,0.04
"322",300.160738255034,81.1234899328859,"seagrass",244.38,0.44,5.64,8099.64,0.04
"323",300.223154362416,81.1234899328859,"seagrass",244.34,0.44,5.64,8058.43,0.04
"324",300.285570469799,81.1234899328859,"seagrass",244.3,0.44,5.63,8017.35,0.04
"325",300.347986577181,81.1234899328859,"seagrass",244.25,0.44,5.63,7976.39,0.04
"326",300.410402684564,81.1234899328859,"seagrass",244.2,0.44,5.63,7935.56,0.04
"327",300.472818791946,81.1234899328859,"seagrass",244.15,0.44,5.63,7894.84,0.04
"328",300.535234899329,81.1234899328859,"seagrass",244.09,0.44,5.63,7854.24,0.04
"329",300.597651006711,81.1234899328859,"seagrass",244.03,0.44,5.63,7813.74,0.04
"330",300.660067114094,81.1234899328859,"seagrass",243.97,0.44,5.63,7773.35,0.04
"331",300.722483221477,81.1234899328859,"seagrass",243.9,0.44,5.62,7733.05,0.04
"332",300.784899328859,81.1234899328859,"seagrass",243.83,0.44,5.62,7692.84,0.04
"333",300.847315436242,81.1234899328859,"seagrass",243.75,0.44,5.62,7652.71,0.04
"334",300.909731543624,81.1234899328859,"seagrass",243.67,0.44,5.62,7612.67,0.04
"335",300.972147651007,81.1234899328859,"seagrass",243.59,0.44,5.62,7572.69,0.04
"336",301.034563758389,81.1234899328859,"seagrass",243.5,0.44,5.61,7532.77,0.04
"337",301.096979865772,81.1234899328859,"seagrass",243.4,0.43,5.61,7492.9,0.04
"338",301.159395973154,81.1234899328859,"seagrass",243.3,0.43,5.61,7453.08,0.04
"339",301.221812080537,81.1234899328859,"seagrass",243.19,0.43,5.61,7413.29,0.04
"340",301.284228187919,81.1234899328859,"seagrass",243.07,0.43,5.6,7373.52,0.04
"341",301.346644295302,81.1234899328859,"seagrass",242.95,0.43,5.6,7333.76,0.04
"342",301.409060402685,81.1234899328859,"seagrass",242.82,0.43,5.6,7294,0.04
"343",301.471476510067,81.1234899328859,"seagrass",242.68,0.43,5.59,7254.21,0.05
"344",301.53389261745,81.1234899328859,"seagrass",242.53,0.43,5.59,7214.4,0.05
"345",301.596308724832,81.1234899328859,"seagrass",242.37,0.43,5.59,7174.52,0.05
"346",301.658724832215,81.1234899328859,"seagrass",242.2,0.43,5.58,7134.58,0.05
"347",301.721140939597,81.1234899328859,"seagrass",242.02,0.43,5.58,7094.54,0.05
"348",301.78355704698,81.1234899328859,"seagrass",241.83,0.43,5.57,7054.39,0.05
